%Mission: 
%Operator: 
%Time: 2022,05,09,21:12:13.773
%File: C:\Users\pop\Documents\5STARG_Data\5STARG_20220509_211213_RADIOMETERS.dat
%Notes: 
YYYY,MM,DD,hh:mm:ss,CH1_0,CH1_2,CH1_4,CH2_0,CH2_2,CH2_4,CH3_0,CH3_2,CH3_4,CH4_0,CH4_2,CH4_4,CH5_0,CH5_2,CH5_4,Here,CH6_0,CH6_2,CH6_4,CH7_0,CH7_2,CH7_4,CH8_0,CH8_2,CH8_4,CH9_0,CH9_2,CH9_4,SPARE,5vRef_Temp,12POS_0_33,12NEG_0_33
2022,05,09,21:12:13.774,-0.00131,-0.02041,-1.92175,-0.00121,-0.01629,-1.50535,-0.00115,-0.01317,-1.19738,-0.00111,-0.01479,-1.36596,-0.00100,-0.01567,-1.44899,-1.66956,-0.00043,-0.00276,-0.15476,-0.55369,-0.00096,0.03215,-0.24038,-0.00365,-0.23067,-0.05672,-0.31705,-10.29714,-10.06669,0.59037,3.98998,-3.98556
2022,05,09,21:12:14.025,-0.00122,-0.02054,-1.93863,-0.00115,-0.01629,-1.50590,-0.00108,-0.01321,-1.20349,-0.00112,-0.01500,-1.37537,-0.00110,-0.01586,-1.46108,-1.66968,-0.00049,-0.00283,-0.15545,-0.55367,-0.00099,0.03168,-0.24021,-0.00359,-0.23071,-0.05635,-0.31706,-10.34062,-10.11664,0.59034,3.99001,-3.98546
2022,05,09,21:12:14.275,-0.00137,-0.02078,-1.96490,-0.00120,-0.01637,-1.51780,-0.00118,-0.01335,-1.21152,-0.00109,-0.01498,-1.36994,-0.00109,-0.01579,-1.45863,-1.66965,-0.00041,-0.00281,-0.15428,-0.55348,-0.00094,0.03261,-0.23995,-0.00363,-0.23073,-0.05630,-0.31710,-10.30669,-10.08147,0.59031,3.99000,-3.98554
2022,05,09,21:12:14.525,-0.00131,-0.02086,-1.97591,-0.00117,-0.01634,-1.51488,-0.00110,-0.01336,-1.21075,-0.00111,-0.01508,-1.38097,-0.00111,-0.01586,-1.46421,-1.66967,-0.00050,-0.00287,-0.15518,-0.55337,-0.00105,0.03201,-0.23994,-0.00359,-0.23067,-0.05589,-0.31700,-10.32618,-10.10614,0.59038,3.99007,-3.98556
2022,05,09,21:12:14.775,-0.00133,-0.02106,-1.98944,-0.00120,-0.01640,-1.52293,-0.00117,-0.01342,-1.21793,-0.00109,-0.01499,-1.38344,-0.00107,-0.01594,-1.47726,-1.66959,-0.00048,-0.00278,-0.15433,-0.55313,-0.00094,0.03283,-0.23990,-0.00366,-0.22927,-0.05594,-0.31555,-10.29742,-10.07575,0.59030,3.99006,-3.98558
2022,05,09,21:12:15.025,-0.00120,-0.02123,-2.00479,-0.00107,-0.01630,-1.51952,-0.00114,-0.01331,-1.21255,-0.00116,-0.01502,-1.38212,-0.00118,-0.01598,-1.47496,-1.66970,-0.00053,-0.00288,-0.15495,-0.55290,-0.00100,0.03245,-0.23964,-0.00357,-0.22894,-0.05562,-0.31529,-10.32148,-10.09885,0.59034,3.99006,-3.98551
2022,05,09,21:12:15.275,-0.00131,-0.02102,-1.98797,-0.00126,-0.01644,-1.51853,-0.00113,-0.01351,-1.22095,-0.00107,-0.01500,-1.37473,-0.00110,-0.01598,-1.47811,-1.66963,-0.00045,-0.00279,-0.15372,-0.55292,-0.00093,0.03341,-0.23926,-0.00365,-0.22885,-0.05543,-0.31513,-10.30887,-10.07638,0.59032,3.99001,-3.98561
2022,05,09,21:12:15.524,-0.00126,-0.02131,-2.01824,-0.00122,-0.01630,-1.51593,-0.00107,-0.01351,-1.22874,-0.00108,-0.01508,-1.38139,-0.00115,-0.01613,-1.48066,-1.66973,-0.00049,-0.00286,-0.15433,-0.55308,-0.00105,0.03262,-0.23889,-0.00362,-0.22856,-0.05522,-0.31472,-10.33141,-10.11345,0.59039,3.99008,-3.98552
2022,05,09,21:12:15.775,-0.00130,-0.02128,-2.00807,-0.00128,-0.01637,-1.51928,-0.00115,-0.01355,-1.22951,-0.00110,-0.01495,-1.37748,-0.00105,-0.01602,-1.47700,-1.66961,-0.00048,-0.00279,-0.15328,-0.55232,-0.00091,0.03400,-0.23865,-0.00364,-0.22841,-0.05475,-0.31461,-10.31021,-10.08140,0.59034,3.99002,-3.98556
2022,05,09,21:12:16.025,-0.00127,-0.02115,-2.00268,-0.00120,-0.01647,-1.52388,-0.00113,-0.01359,-1.23597,-0.00114,-0.01493,-1.37309,-0.00115,-0.01602,-1.48026,-1.66967,-0.00053,-0.00280,-0.15371,-0.55196,-0.00096,0.03332,-0.23828,-0.00359,-0.22814,-0.05455,-0.31430,-10.33498,-10.11181,0.59028,3.99002,-3.98554
