%Mission: MLO2022
%Operator: 
%Time: 2022,05,09,20:35:19.750
%File: C:\Users\pop\Documents\5STARG_Data\5STARG_20220509_203519_RADIOMETERS.dat
%Notes: 
YYYY,MM,DD,hh:mm:ss,wtf,elev_setpoint,azi_setpoint,elev_pid_out,azi_pid_out,CH1_0,CH1_2,CH1_4,CH2_0,CH2_2,CH2_4,CH3_0,CH3_2,CH3_4,CH4_0,CH4_2,CH4_4,CH5_0,CH5_2,CH5_4,Here,CH6_0,CH6_2,CH6_4,CH7_0,CH7_2,CH7_4,CH8_0,CH8_2,CH8_4,CH9_0,CH9_2,CH9_4,SPARE,5vRef_Temp,12POS_0_33,12NEG_0_33
2022,05,09,20:35:24.214,tr,0.000,0.000000,0.002658,0.253670,-1.39752,-10.33302,-9.76749,-1.63893,-10.23198,-9.74891,-1.80014,-10.22559,-9.75307,-1.86436,-10.24857,-9.74594,-1.55180,-10.26479,-9.73869,-1.67029,0.00065,-1.80036,-10.27804,-9.72025,-0.51674,-10.12530,-9.70745,-1.46993,-10.12546,-9.72622,-9.66814,-9.65139,-9.73683,0.56400,3.98561,-3.97073
2022,05,09,20:35:24.464,tr,0.000,0.000000,0.002909,1.237251,-1.39751,-10.35008,-9.77611,-1.63887,-10.24921,-9.75502,-1.80041,-10.16418,-9.72673,-1.86451,-10.22230,-9.72863,-1.55189,-10.19977,-9.71363,-1.67029,0.00062,-1.80030,-10.23999,-9.69804,-0.51668,-10.15999,-9.73218,-1.46986,-10.16130,-9.75457,-9.69532,-9.67229,-9.75482,0.56399,3.98559,-3.97068
2022,05,09,20:35:24.715,tr,0.000,0.000000,0.002374,1.238182,-1.39754,-10.33780,-9.75888,-1.63913,-10.21068,-9.73677,-1.80065,-10.21787,-9.74324,-1.86445,-10.26721,-9.76005,-1.55182,-10.25276,-9.73963,-1.67028,0.00067,-1.80031,-10.26376,-9.71394,-0.51656,-10.12615,-9.70972,-1.47000,-10.11736,-9.72728,-9.67673,-9.66833,-9.73586,0.56395,3.98555,-3.97070
2022,05,09,20:35:24.965,tr,0.000,0.000000,0.003347,0.594813,-1.39727,-10.35752,-9.79495,-1.63908,-10.26978,-9.75896,-1.79947,-10.19204,-9.71379,-1.86446,-10.21119,-9.73212,-1.55210,-10.20334,-9.71536,-1.67034,0.00063,-1.80071,-10.22857,-9.69603,-0.51746,-10.14986,-9.73679,-1.46991,-10.15043,-9.75350,-9.69969,-9.69172,-9.78636,0.56403,3.98561,-3.97062
2022,05,09,20:35:25.215,tr,0.000,0.000000,0.004166,1.242541,-1.39791,-10.34356,-9.77331,-1.63873,-10.20591,-9.74880,-1.80004,-10.23525,-9.74683,-1.86443,-10.26265,-9.76789,-1.55191,-10.24759,-9.73374,-1.67025,0.00068,-1.80073,-10.26628,-9.70429,-0.51723,-10.12414,-9.71913,-1.46985,-10.10575,-9.72155,-9.67683,-9.66789,-9.74370,0.56403,3.98561,-3.97071
2022,05,09,20:35:25.465,tr,0.000,0.000000,0.004164,1.329768,-1.39759,-10.36149,-9.79736,-1.63986,-10.24920,-9.74945,-1.79956,-10.19213,-9.72844,-1.86451,-10.21851,-9.73922,-1.55190,-10.22441,-9.70766,-1.67028,0.00059,-1.80057,-10.24674,-9.68479,-0.51668,-10.15722,-9.73176,-1.46989,-10.14201,-9.74773,-9.68883,-9.69120,-9.77750,0.56396,3.98558,-3.97067
2022,05,09,20:35:25.714,tr,0.000,0.000000,0.003570,2.529389,-1.39768,-10.34136,-9.77712,-1.63937,-10.21687,-9.73923,-1.80065,-10.23394,-9.74823,-1.86451,-10.24804,-9.76169,-1.55181,-10.25742,-9.73674,-1.67032,0.00064,-1.80079,-10.26978,-9.70898,-0.51719,-10.12281,-9.70852,-1.47005,-10.12271,-9.71477,-9.67565,-9.66111,-9.73855,0.56401,3.98548,-3.97072
2022,05,09,20:35:25.964,tr,0.000,0.000000,0.002877,2.237336,-1.39744,-10.35402,-9.79686,-1.63944,-10.25288,-9.73028,-1.80079,-10.20017,-9.72410,-1.86452,-10.20798,-9.73714,-1.55253,-10.21911,-9.71860,-1.67032,0.00063,-1.80063,-10.24188,-9.69089,-0.51727,-10.14800,-9.72623,-1.47014,-10.15052,-9.74916,-9.70105,-9.69701,-9.78508,0.56398,3.98557,-3.97064
2022,05,09,20:35:26.215,tr,0.000,0.000000,0.002636,0.763373,-1.39762,-10.33097,-9.77626,-1.63924,-10.22964,-9.74530,-1.80097,-10.23305,-9.75101,-1.86448,-10.26420,-9.76012,-1.55197,-10.26231,-9.74158,-1.67027,0.00068,-1.80030,-10.28023,-9.71776,-0.51673,-10.11805,-9.70889,-1.46990,-10.12367,-9.72682,-9.66928,-9.65887,-9.73958,0.56399,3.98554,-3.97074
2022,05,09,20:35:26.465,tr,0.000,0.000000,0.004056,2.356715,-1.39766,-10.34349,-9.79390,-1.63935,-10.26760,-9.75993,-1.80059,-10.19576,-9.72382,-1.86454,-10.21589,-9.71762,-1.55177,-10.20516,-9.71729,-1.67034,0.00057,-1.80102,-10.24167,-9.69950,-0.51750,-10.15483,-9.72372,-1.47003,-10.15062,-9.74274,-9.68636,-9.67837,-9.77328,0.56401,3.98556,-3.97061
2022,05,09,20:35:26.715,tr,0.000,0.000000,0.004194,1.813446,-1.39744,-10.33711,-9.77238,-1.63961,-10.22864,-9.75383,-1.80047,-10.22031,-9.74318,-1.86444,-10.26420,-9.75808,-1.55194,-10.24238,-9.74002,-1.67026,0.00066,-1.80077,-10.26498,-9.69669,-0.51719,-10.13001,-9.70076,-1.47011,-10.12177,-9.72251,-9.67842,-9.65127,-9.74093,0.56394,3.98554,-3.97070
2022,05,09,20:35:26.965,tr,0.000,0.000000,0.003979,1.386817,-1.39772,-10.35931,-9.78920,-1.63931,-10.26705,-9.75116,-1.80036,-10.17257,-9.72034,-1.86457,-10.22687,-9.74093,-1.55162,-10.19820,-9.71475,-1.67028,0.00069,-1.80095,-10.23546,-9.70122,-0.51761,-10.15435,-9.72752,-1.47050,-10.15031,-9.75543,-9.70718,-9.68158,-9.74758,0.56400,3.98563,-3.97061
2022,05,09,20:35:27.214,tr,0.000,0.000000,0.004168,0.902194,-1.39764,-10.34194,-9.77052,-1.63935,-10.20892,-9.73917,-1.79986,-10.23091,-9.73368,-1.86448,-10.26673,-9.76756,-1.55162,-10.24372,-9.70092,-1.67027,0.00063,-1.80067,-10.25354,-9.69991,-0.51689,-10.12790,-9.71379,-1.47060,-10.11905,-9.72251,-9.67739,-9.66348,-9.73955,0.56398,3.98557,-3.97070
2022,05,09,20:35:27.465,tr,0.000,0.000000,0.004154,-0.221582,-1.39748,-10.36117,-9.79806,-1.63889,-10.25183,-9.75423,-1.80119,-10.19184,-9.71232,-1.86458,-10.22543,-9.73888,-1.55177,-10.21519,-9.70998,-1.67032,0.00061,-1.80068,-10.22960,-9.69170,-0.51706,-10.15660,-9.73357,-1.47026,-10.14184,-9.74638,-9.70340,-9.69317,-9.77973,0.56397,3.98560,-3.97061
2022,05,09,20:35:27.715,tr,0.000,0.000000,0.003689,0.173033,-1.39751,-10.34393,-9.78143,-1.63980,-10.18928,-9.74517,-1.80055,-10.23571,-9.74867,-1.86457,-10.26506,-9.76814,-1.55142,-10.27151,-9.72850,-1.67030,0.00060,-1.80060,-10.27499,-9.69575,-0.51652,-10.13206,-9.71555,-1.46997,-10.11610,-9.72668,-9.68219,-9.67043,-9.74977,0.56393,3.98563,-3.97069
2022,05,09,20:35:27.965,tr,0.000,0.000000,0.003749,0.302400,-1.39815,-10.35775,-9.80447,-1.63940,-10.24119,-9.74612,-1.80129,-10.19511,-9.72759,-1.86463,-10.20821,-9.74178,-1.55186,-10.20833,-9.71185,-1.67033,0.00059,-1.80085,-10.24054,-9.69257,-0.51782,-10.16134,-9.74205,-1.47038,-10.15162,-9.74247,-9.70322,-9.69567,-9.77804,0.56400,3.98559,-3.97069
2022,05,09,20:35:28.215,tr,0.000,0.000000,0.004299,0.628105,-1.39800,-10.34277,-9.77847,-1.63923,-10.20047,-9.74310,-1.80114,-10.23718,-9.75663,-1.86462,-10.23539,-9.75581,-1.55122,-10.25507,-9.72410,-1.67031,0.00067,-1.80001,-10.26483,-9.67512,-0.51675,-10.12671,-9.71574,-1.47018,-10.11597,-9.72109,-9.68037,-9.66181,-9.73167,0.56400,3.98559,-3.97070
2022,05,09,20:35:28.464,tr,0.000,0.000000,0.003884,0.362886,-1.39757,-10.35177,-9.80223,-1.63890,-10.26687,-9.74851,-1.80012,-10.19739,-9.73098,-1.86461,-10.21295,-9.72901,-1.55164,-10.22595,-9.70234,-1.67036,0.00063,-1.80073,-10.24868,-9.70522,-0.51657,-10.14214,-9.73503,-1.46976,-10.15199,-9.75183,-9.69290,-9.69375,-9.78093,0.56402,3.98560,-3.97071
2022,05,09,20:35:28.714,tr,0.000,0.000000,0.003833,0.693011,-1.39876,-10.32811,-9.76726,-1.63910,-10.22993,-9.75240,-1.80090,-10.23786,-9.75359,-1.86452,-10.26804,-9.76051,-1.55125,-10.27216,-9.73798,-1.67034,0.00059,-1.79983,-10.28069,-9.71233,-0.51637,-10.12185,-9.71149,-1.46914,-10.12260,-9.73019,-9.67448,-9.66581,-9.75523,0.56397,3.98550,-3.97078
2022,05,09,20:35:28.965,tr,0.000,0.000000,0.003925,1.115436,-1.39734,-10.34843,-9.79604,-1.63924,-10.26336,-9.74995,-1.80057,-10.17962,-9.73211,-1.86454,-10.22128,-9.74125,-1.55140,-10.22169,-9.71505,-1.67035,0.00062,-1.79922,-10.24704,-9.69414,-0.51673,-10.15399,-9.72282,-1.46994,-10.14406,-9.74432,-9.70018,-9.67241,-9.76152,0.56400,3.98558,-3.97075
2022,05,09,20:35:29.215,tr,0.000,0.000000,0.003987,1.594632,-1.39736,-10.33806,-9.76064,-1.63891,-10.22320,-9.74867,-1.80013,-10.22177,-9.75172,-1.86450,-10.25840,-9.76258,-1.55123,-10.25821,-9.71989,-1.67031,0.00063,-1.80000,-10.26798,-9.70236,-0.51665,-10.12773,-9.70568,-1.46971,-10.11645,-9.72328,-9.67717,-9.65530,-9.72721,0.56394,3.98563,-3.97072
2022,05,09,20:35:29.465,tr,0.000,0.000000,0.004706,2.045250,-1.39747,-10.35605,-9.79561,-1.63946,-10.25762,-9.75365,-1.80085,-10.19401,-9.71663,-1.86457,-10.21490,-9.74000,-1.55095,-10.18754,-9.70574,-1.67040,0.00059,-1.80110,-10.22986,-9.69522,-0.51699,-10.16465,-9.73536,-1.46977,-10.13849,-9.75314,-9.70397,-9.68568,-9.76779,0.56400,3.98561,-3.97069
2022,05,09,20:35:29.715,tr,0.000,0.000000,0.003611,0.562214,-1.39744,-10.33832,-9.77805,-1.64014,-10.22058,-9.74623,-1.80146,-10.24321,-9.74171,-1.86450,-10.25200,-9.76197,-1.55091,-10.24943,-9.73434,-1.67038,0.00058,-1.80080,-10.27168,-9.69113,-0.51660,-10.13133,-9.71382,-1.46993,-10.10405,-9.72486,-9.67234,-9.66203,-9.74639,0.56393,3.98553,-3.97071
2022,05,09,20:35:29.964,tr,0.000,0.000000,0.004291,-0.161798,-1.39773,-10.35590,-9.79968,-1.63927,-10.25070,-9.75293,-1.80160,-10.19819,-9.72908,-1.86461,-10.20091,-9.73940,-1.55104,-10.23139,-9.70751,-1.67035,0.00056,-1.80061,-10.24976,-9.67829,-0.51697,-10.16164,-9.73844,-1.46993,-10.14443,-9.73793,-9.69299,-9.68351,-9.76725,0.56397,3.98561,-3.97076
2022,05,09,20:35:30.214,tr,0.000,0.000000,0.004667,0.886811,-1.39749,-10.33299,-9.76890,-1.63932,-10.20785,-9.74012,-1.80084,-10.24102,-9.75193,-1.86453,-10.23972,-9.75813,-1.55094,-10.27221,-9.73761,-1.67034,0.00064,-1.80028,-10.27932,-9.70555,-0.51695,-10.12819,-9.71432,-1.47016,-10.11303,-9.70697,-9.67072,-9.66191,-9.74387,0.56395,3.98556,-3.97072
2022,05,09,20:35:30.465,tr,0.000,0.000000,0.002937,0.254727,-1.39757,-10.35826,-9.80542,-1.63930,-10.27482,-9.74722,-1.80038,-10.20062,-9.73811,-1.86457,-10.20787,-9.73173,-1.55093,-10.23383,-9.72485,-1.67044,0.00060,-1.80068,-10.24792,-9.70081,-0.51642,-10.14864,-9.73562,-1.47001,-10.15536,-9.74138,-9.69670,-9.69394,-9.78140,0.56393,3.98551,-3.97065
2022,05,09,20:35:30.715,tr,0.000,0.000000,0.003032,0.907828,-1.39742,-10.32781,-9.77339,-1.63923,-10.21874,-9.73043,-1.80018,-10.23182,-9.75147,-1.86454,-10.24530,-9.75719,-1.55092,-10.27191,-9.74214,-1.67033,0.00056,-1.80030,-10.27796,-9.70909,-0.51639,-10.11199,-9.72213,-1.47033,-10.12117,-9.71468,-9.65930,-9.65884,-9.73949,0.56392,3.98544,-3.97081
2022,05,09,20:35:30.965,tr,0.000,0.000000,0.003143,1.058733,-1.39746,-10.33889,-9.79366,-1.63931,-10.27185,-9.75164,-1.80059,-10.18498,-9.72723,-1.86469,-10.21278,-9.72625,-1.55110,-10.23104,-9.72332,-1.67041,0.00047,-1.80055,-10.25193,-9.69558,-0.51681,-10.14663,-9.73236,-1.46996,-10.14898,-9.74655,-9.68708,-9.68326,-9.77016,0.56396,3.98563,-3.97079
2022,05,09,20:35:31.215,tr,0.000,0.000000,0.003045,-0.091081,-1.39763,-10.32650,-9.76877,-1.63946,-10.22232,-9.75182,-1.80056,-10.21317,-9.74599,-1.86462,-10.26078,-9.75878,-1.55119,-10.26217,-9.73063,-1.67031,0.00050,-1.80048,-10.27454,-9.70100,-0.51698,-10.12008,-9.70881,-1.46990,-10.11806,-9.71679,-9.67871,-9.65897,-9.74080,0.56393,3.98554,-3.97081
2022,05,09,20:35:31.464,tr,0.000,0.000000,0.003363,0.748320,-1.39731,-10.35775,-9.78387,-1.63945,-10.26727,-9.75696,-1.80060,-10.18355,-9.72035,-1.86469,-10.23028,-9.73110,-1.55116,-10.20734,-9.71735,-1.67037,0.00057,-1.80051,-10.23997,-9.69413,-0.51665,-10.15682,-9.72569,-1.47000,-10.15185,-9.74872,-9.70423,-9.68634,-9.74780,0.56397,3.98553,-3.97073
2022,05,09,20:35:31.715,tr,0.000,0.000000,0.004554,0.425774,-1.39721,-10.34092,-9.76519,-1.63938,-10.22610,-9.74694,-1.79986,-10.23178,-9.73460,-1.86457,-10.27065,-9.76365,-1.55081,-10.24850,-9.73717,-1.67037,0.00057,-1.80059,-10.26367,-9.70588,-0.51678,-10.13258,-9.71304,-1.47015,-10.12205,-9.72580,-9.67562,-9.67247,-9.75670,0.56391,3.98551,-3.97077
2022,05,09,20:35:31.965,tr,0.000,0.000000,0.002641,-0.303844,-1.39748,-10.36312,-9.79496,-1.63963,-10.26504,-9.75402,-1.80048,-10.19564,-9.71645,-1.86468,-10.21993,-9.73705,-1.55125,-10.20140,-9.71054,-1.67042,0.00057,-1.80070,-10.24434,-9.69641,-0.51709,-10.15508,-9.73574,-1.46985,-10.14289,-9.75171,-9.70407,-9.69622,-9.78005,0.56394,3.98560,-3.97073
2022,05,09,20:35:32.215,tr,0.000,0.000000,0.002931,2.493023,-1.39738,-10.34236,-9.77017,-1.63924,-10.21160,-9.75259,-1.80002,-10.23086,-9.75185,-1.86465,-10.26365,-9.77024,-1.55077,-10.27406,-9.72891,-1.67034,0.00059,-1.80046,-10.26832,-9.67801,-0.51660,-10.12769,-9.72358,-1.46998,-10.11178,-9.72299,-9.68144,-9.67363,-9.75699,0.56394,3.98554,-3.97075
2022,05,09,20:35:32.465,tr,0.000,0.000000,0.002968,2.302054,-1.39706,-10.35500,-9.79246,-1.63955,-10.23783,-9.73676,-1.80088,-10.18720,-9.72663,-1.86470,-10.21151,-9.73686,-1.55102,-10.23395,-9.71768,-1.67037,0.00054,-1.80059,-10.26041,-9.71562,-0.51742,-10.15360,-9.75464,-1.47048,-10.14320,-9.75157,-9.70462,-9.67699,-9.75274,0.56394,3.98556,-3.97073
2022,05,09,20:35:32.714,tr,0.000,0.000000,0.003609,1.347703,-1.39704,-10.34092,-9.77043,-1.63961,-10.21257,-9.73275,-1.80008,-10.22954,-9.74899,-1.86465,-10.24173,-9.75558,-1.55028,-10.26933,-9.74233,-1.67036,0.00063,-1.80017,-10.26879,-9.70055,-0.51699,-10.11873,-9.71780,-1.46987,-10.13011,-9.72104,-9.66165,-9.66111,-9.74587,0.56390,3.98550,-3.97081
2022,05,09,20:35:32.964,tr,0.000,0.000000,0.003670,1.675845,-1.39778,-10.34945,-9.79175,-1.63968,-10.26332,-9.74375,-1.80080,-10.19652,-9.72706,-1.86476,-10.22581,-9.72761,-1.55074,-10.22460,-9.72067,-1.67041,0.00055,-1.80005,-10.24649,-9.69120,-0.51636,-10.13663,-9.73546,-1.47005,-10.16049,-9.75378,-9.68177,-9.68272,-9.77192,0.56392,3.98555,-3.97076
2022,05,09,20:35:33.215,tr,0.000,0.000000,0.003674,0.959424,-1.39762,-10.33018,-9.76333,-1.63990,-10.22845,-9.74949,-1.80122,-10.23508,-9.75236,-1.86468,-10.26680,-9.75858,-1.55066,-10.25332,-9.73922,-1.67035,0.00058,-1.80065,-10.27449,-9.71097,-0.51721,-10.11705,-9.71077,-1.47024,-10.12535,-9.72063,-9.66681,-9.65574,-9.74238,0.56390,3.98552,-3.97082
2022,05,09,20:35:33.465,tr,0.000,0.000000,0.004220,1.062643,-1.39793,-10.35173,-9.79267,-1.63974,-10.26816,-9.75848,-1.80119,-10.18398,-9.72748,-1.86469,-10.22633,-9.73302,-1.55101,-10.21976,-9.72152,-1.67043,0.00055,-1.80063,-10.24578,-9.70226,-0.51680,-10.15175,-9.71817,-1.47009,-10.15748,-9.75383,-9.69372,-9.67484,-9.76975,0.56398,3.98560,-3.97076
2022,05,09,20:35:33.715,tr,0.000,0.000000,0.004599,0.926535,-1.39746,-10.34441,-9.76262,-1.63969,-10.22578,-9.75210,-1.80106,-10.21321,-9.74098,-1.86463,-10.27244,-9.77071,-1.55079,-10.25971,-9.74200,-1.67033,0.00056,-1.80081,-10.27315,-9.70711,-0.51703,-10.12691,-9.70339,-1.47025,-10.12646,-9.73155,-9.67682,-9.66316,-9.73305,0.56393,3.98554,-3.97076
2022,05,09,20:35:33.965,tr,0.000,0.000000,0.001866,1.043916,-1.39789,-10.35991,-9.79054,-1.63988,-10.24944,-9.73598,-1.80127,-10.18015,-9.70330,-1.86473,-10.22470,-9.74302,-1.55097,-10.19712,-9.71367,-1.67037,0.00058,-1.80059,-10.21732,-9.68535,-0.51645,-10.16146,-9.73241,-1.46992,-10.15083,-9.75293,-9.69517,-9.69298,-9.76951,0.56396,3.98562,-3.97076
2022,05,09,20:35:34.214,tr,0.000,0.000000,0.001108,1.603077,-1.39742,-10.33657,-9.77426,-1.63968,-10.20674,-9.73850,-1.80077,-10.23927,-9.73964,-1.86460,-10.26828,-9.77260,-1.55072,-10.26338,-9.73513,-1.67037,0.00064,-1.80086,-10.27034,-9.70695,-0.51673,-10.12964,-9.71413,-1.47014,-10.10960,-9.71666,-9.67444,-9.66980,-9.75671,0.56385,3.98551,-3.97074
2022,05,09,20:35:34.466,tr,0.000,0.000000,0.001113,1.428946,-1.39732,-10.35783,-9.80591,-1.63950,-10.25585,-9.75186,-1.80057,-10.19894,-9.72255,-1.86474,-10.21997,-9.74422,-1.55080,-10.20817,-9.70399,-1.67045,0.00055,-1.80093,-10.23588,-9.67726,-0.51719,-10.15216,-9.72866,-1.47034,-10.13912,-9.74222,-9.69570,-9.68197,-9.77690,0.56389,3.98555,-3.97070
2022,05,09,20:35:34.715,tr,0.000,0.000000,0.001389,0.375899,-1.39752,-10.34091,-9.77983,-1.63991,-10.21533,-9.74914,-1.80134,-10.23399,-9.73980,-1.86461,-10.25274,-9.76948,-1.55052,-10.26006,-9.72810,-1.67032,0.00062,-1.80056,-10.28168,-9.70008,-0.51717,-10.12810,-9.71299,-1.47007,-10.12047,-9.72410,-9.68286,-9.67065,-9.75539,0.56385,3.98548,-3.97080
2022,05,09,20:35:34.965,tr,0.000,0.000000,0.001770,-0.067280,-1.39739,-10.36771,-9.80750,-1.63936,-10.26910,-9.74093,-1.80063,-10.19630,-9.72503,-1.86468,-10.19927,-9.73898,-1.55062,-10.21447,-9.71925,-1.67042,0.00056,-1.80084,-10.24751,-9.70229,-0.51673,-10.14267,-9.72916,-1.47012,-10.15661,-9.74256,-9.69576,-9.68354,-9.75559,0.56395,3.98555,-3.97073
2022,05,09,20:35:35.215,tr,0.000,0.000000,0.002056,0.834929,-1.39767,-10.33659,-9.76976,-1.64012,-10.22126,-9.73677,-1.80109,-10.22672,-9.74090,-1.86463,-10.26386,-9.76375,-1.55044,-10.26614,-9.74360,-1.67037,0.00059,-1.80068,-10.27690,-9.71196,-0.51700,-10.11797,-9.71377,-1.47011,-10.12594,-9.72653,-9.66962,-9.66953,-9.75270,0.56392,3.98550,-3.97073
2022,05,09,20:35:35.466,tr,0.000,0.000000,0.001650,0.426457,-1.39738,-10.35752,-9.80236,-1.63929,-10.26713,-9.74357,-1.80114,-10.19134,-9.72957,-1.86472,-10.21875,-9.73719,-1.55058,-10.21694,-9.71615,-1.67039,0.00059,-1.80062,-10.23811,-9.70559,-0.51696,-10.12126,-9.73094,-1.47007,-10.14290,-9.74872,-9.68812,-9.68547,-9.75540,0.56395,3.98549,-3.97075
2022,05,09,20:35:35.714,tr,0.000,0.000000,0.001731,0.370136,-1.39735,-10.33698,-9.76896,-1.63973,-10.22900,-9.75284,-1.80068,-10.20225,-9.73532,-1.86465,-10.26311,-9.76627,-1.55048,-10.25560,-9.74300,-1.67035,0.00057,-1.80065,-10.26734,-9.71003,-0.51692,-10.13286,-9.70392,-1.47011,-10.12172,-9.73222,-9.67518,-9.65836,-9.74448,0.56393,3.98551,-3.97074
2022,05,09,20:35:35.965,tr,0.000,0.000000,0.002196,0.618201,-1.39711,-10.36536,-9.79631,-1.63942,-10.26474,-9.75044,-1.80049,-10.18218,-9.72312,-1.86470,-10.20879,-9.73329,-1.55048,-10.21538,-9.71713,-1.67042,0.00057,-1.80039,-10.24266,-9.69976,-0.51659,-10.15915,-9.72400,-1.46993,-10.14959,-9.74446,-9.69499,-9.68739,-9.75046,0.56395,3.98559,-3.97074
