%Mission: MLO2022
%Operator: 
%Time: 2022,05,08,20:00:44.935
%File: C:\Users\pop\Documents\5STARG_Data\5STARG_20220508_200044_RADIOMETERS.dat
%Notes: 
YYYY,MM,DD,hh:mm:ss,CH1_0,CH1_2,CH1_4,CH2_0,CH2_2,CH2_4,CH3_0,CH3_2,CH3_4,CH4_0,CH4_2,CH4_4,CH5_0,CH5_2,CH5_4,Here,CH6_0,CH6_2,CH6_4,CH7_0,CH7_2,CH7_4,CH8_0,CH8_2,CH8_4,CH9_0,CH9_2,CH9_4,SPARE,5vRef_Temp,12POS_0_33,12NEG_0_33
2022,05,08,20:00:45.142,tr,0.000,0.000000,0.010084,0.892772,-1.46437,-10.27771,-9.73454,-1.69728,-10.15394,-9.69464,-1.85256,-10.14966,-9.72834,-1.89578,-10.16899,-9.72805,-1.59685,-10.18650,-9.71601,-1.66932,0.00105,-1.81294,-10.20168,-9.69314,-0.51752,-10.10223,-9.70818,-1.48052,-10.07592,-9.70055,-9.66572,-9.66343,-9.79458,0.58396,3.98539,-3.97028
2022,05,08,20:00:47.291,tr,0.000,0.000000,0.010507,0.633756,-1.46457,-10.32927,-9.78494,-1.69709,-10.23335,-9.76528,-1.85269,-10.21725,-9.75639,-1.89560,-10.27743,-9.78832,-1.59736,-10.25833,-9.76296,-1.66932,0.00104,-1.81212,-10.25888,-9.75395,-0.51690,-10.14972,-9.73784,-1.48032,-10.11907,-9.74983,-9.70023,-9.69326,-9.82699,0.58394,3.98546,-3.97018
2022,05,08,20:00:47.405,tr,0.000,0.000000,0.009822,0.847108,-1.46482,-10.33418,-9.79112,-1.69760,-10.25763,-9.78987,-1.85272,-10.24784,-9.78232,-1.89559,-10.25567,-9.77165,-1.59677,-10.26230,-9.76838,-1.66929,0.00103,-1.81243,-10.21852,-9.72142,-0.51717,-10.14200,-9.73343,-1.48041,-10.12377,-9.73968,-9.70861,-9.67822,-9.81532,0.58399,3.98539,-3.97013
2022,05,08,20:00:47.641,tr,0.000,0.000000,-0.002120,1.046363,-1.46508,-10.34694,-9.81258,-1.69767,-10.28542,-9.78868,-1.85303,-10.23273,-9.74616,-1.89558,-10.23843,-9.74616,-1.59747,-10.22451,-9.70116,-1.66932,0.00106,-1.81227,-10.23412,-9.72502,-0.51667,-10.12544,-9.75244,-1.48002,-10.16504,-9.77336,-9.71819,-9.72020,-9.84213,0.58398,3.98542,-3.97011
2022,05,08,20:00:47.891,tr,0.000,0.000000,-0.001935,0.956071,-1.46510,-10.32732,-9.77632,-1.69794,-10.23798,-9.76272,-1.85333,-10.19986,-9.76185,-1.89556,-10.28156,-9.77944,-1.59770,-10.26572,-9.76813,-1.66937,0.00103,-1.81251,-10.26354,-9.75182,-0.51695,-10.15240,-9.71908,-1.48027,-10.13367,-9.74741,-9.70177,-9.68993,-9.83113,0.58395,3.98541,-3.97021
2022,05,08,20:00:48.141,tr,0.000,0.000000,-0.002630,0.954627,-1.46525,-10.35222,-9.80863,-1.69775,-10.28145,-9.78741,-1.85302,-10.22129,-9.74265,-1.89554,-10.23988,-9.76082,-1.59730,-10.22725,-9.74037,-1.66930,0.00105,-1.81199,-10.22760,-9.72296,-0.51670,-10.14654,-9.74230,-1.48011,-10.16059,-9.77112,-9.72776,-9.71334,-9.83193,0.58393,3.98543,-3.97016
2022,05,08,20:00:48.391,tr,0.000,0.000000,-0.002963,1.221583,-1.46472,-10.33092,-9.77461,-1.69727,-10.23412,-9.76462,-1.85268,-10.20831,-9.75871,-1.89547,-10.26611,-9.78656,-1.59705,-10.24898,-9.76913,-1.66926,0.00108,-1.81239,-10.25441,-9.75705,-0.51685,-10.15950,-9.72794,-1.47992,-10.12077,-9.73932,-9.69915,-9.69862,-9.82119,0.58389,3.98538,-3.97018
2022,05,08,20:00:48.641,tr,0.000,0.000000,-0.002444,0.855591,-1.46453,-10.36011,-9.81899,-1.69708,-10.26327,-9.78710,-1.85256,-10.23788,-9.73306,-1.89552,-10.24626,-9.76671,-1.59713,-10.20857,-9.73678,-1.66932,0.00104,-1.81296,-10.22879,-9.72089,-0.51777,-10.13983,-9.75271,-1.48075,-10.14829,-9.76322,-9.72045,-9.71748,-9.85099,0.58397,3.98545,-3.97015
2022,05,08,20:00:48.891,tr,0.000,0.000000,-0.002399,0.381843,-1.46443,-10.33360,-9.79087,-1.69694,-10.21151,-9.75898,-1.85228,-10.21869,-9.76045,-1.89549,-10.26787,-9.77733,-1.59717,-10.26354,-9.75358,-1.66928,0.00103,-1.81247,-10.26772,-9.73768,-0.51748,-10.16772,-9.73556,-1.48069,-10.12341,-9.73863,-9.69853,-9.69112,-9.82296,0.58393,3.98544,-3.97016
2022,05,08,20:00:49.141,tr,0.000,0.000000,-0.003171,1.104390,-1.46507,-10.35718,-9.81509,-1.69727,-10.22666,-9.77134,-1.85280,-10.24521,-9.74078,-1.89543,-10.22571,-9.75805,-1.59763,-10.23565,-9.73304,-1.66930,0.00099,-1.81289,-10.23748,-9.71315,-0.51751,-10.13285,-9.74759,-1.48050,-10.15904,-9.76642,-9.73182,-9.71382,-9.82643,0.58394,3.98547,-3.97021
