%Mission: 
%Operator: 
%Time: 2022,05,06,19:24:15.879
%File: C:\Users\pop\Documents\5STARG_Data\5STARG_20220506_192415_RADIOMETERS.dat
%Notes: 
YYYY,MM,DD,hh:mm:ss,CH1_0,CH1_2,CH1_4,CH2_0,CH2_2,CH2_4,CH3_0,CH3_2,CH3_4,CH4_0,CH4_2,CH4_4,CH5_0,CH5_2,CH5_4,Here,CH6_0,CH6_2,CH6_4,CH7_0,CH7_2,CH7_4,CH8_0,CH8_2,CH8_4,CH9_0,CH9_2,CH9_4,SPARE,5vRef_Temp,12POS_0_33,12NEG_0_33
2022,05,06,19:24:15.880,0.0552886985,-0.0009994280,-0.0007329138,-0.0009747507,0.0155519135,-0.0007662281,0.0175238214,-0.0009994280,-0.0008513646,-0.0229757372,-0.0009377348,-0.0007588249,-0.0544564836,-0.0010031295,-0.0008007762,-0.0007477202,-0.0009192270,-0.0813830495,-0.0007983085,-0.0008933158,-0.0514495634,-0.0008587677,-0.0009266301,-0.0392047204,-0.0008637031,-0.0009007190,-0.0009266301,-0.0007810344,-0.3595275581,-0.0007415509,-0.0007921392,-0.0007909053
2022,05,06,19:24:16.380,0.0552010871,-0.0010092988,-0.0008118810,-0.0009907909,0.0154815763,-0.0008106471,0.0174670573,-0.0010228714,-0.0009019529,-0.0230213907,-0.0010179359,-0.0008229857,-0.0545144752,-0.0010179359,-0.0008316227,-0.0007316800,-0.0009204608,-0.0814003199,-0.0008254534,-0.0009241624,-0.0514668375,-0.0008612354,-0.0009476058,-0.0392121226,-0.0009118238,-0.0009315655,-0.0009093561,-0.0007983085,-0.3591734171,-0.0007600588,-0.0008094133,-0.0007884376
2022,05,06,19:24:16.881,0.0551418550,-0.0010241052,-0.0007847360,-0.0010315083,0.0154383862,-0.0007909053,0.0174399111,-0.0010771613,-0.0008883804,-0.0230658092,-0.0010302744,-0.0008538323,-0.0545601286,-0.0010352100,-0.0008612354,-0.0007514217,-0.0009204608,-0.0814410374,-0.0008069456,-0.0009340333,-0.0515087880,-0.0008476630,-0.0009661137,-0.0392910913,-0.0009044206,-0.0009130577,-0.0009315655,-0.0008279212,-0.3560566902,-0.0007304461,-0.0007785667,-0.0007884376
2022,05,06,19:24:17.380,0.0550665818,-0.0010352100,-0.0008081794,-0.0009957263,0.0153840911,-0.0008205180,0.0173905510,-0.0010524840,-0.0009179931,-0.0230719801,-0.0010549517,-0.0008723402,-0.0546156541,-0.0010512501,-0.0008488968,-0.0007427847,-0.0008908481,-0.0814718828,-0.0008340905,-0.0009352671,-0.0515519753,-0.0008439614,-0.0009772184,-0.0393231697,-0.0009303317,-0.0009266301,-0.0009389687,-0.0008303889,-0.3526882529,-0.0007403170,-0.0007983085,-0.0007946069
2022,05,06,19:24:17.881,0.0550209247,-0.0010413793,-0.0008143487,-0.0010216375,0.0153655810,-0.0008143487,0.0173411909,-0.0010685242,-0.0009216947,-0.0230917204,-0.0010253390,-0.0008859127,-0.0546316914,-0.0010574195,-0.0008674047,-0.0007625265,-0.0009278640,-0.0815126002,-0.0008377921,-0.0009611782,-0.0515729487,-0.0008550661,-0.0009772184,-0.0393762290,-0.0009118238,-0.0009081222,-0.0009315655,-0.0008316227,-0.3472802341,-0.0007353816,-0.0007600588,-0.0007760990
2022,05,06,19:24:18.381,0.0549493544,-0.0010339761,-0.0008094133,-0.0010265729,0.0153125199,-0.0008353243,0.0172918327,-0.0010586533,-0.0009414364,-0.0231373738,-0.0010438469,-0.0008735741,-0.0546650067,-0.0010734596,-0.0008760418,-0.0007822683,-0.0009290978,-0.0815767646,-0.0008575339,-0.0009525412,-0.0516395792,-0.0008735741,-0.0009821539,-0.0394169465,-0.0009290978,-0.0009007190,-0.0009451380,-0.0008020101,-0.3515913486,-0.0007403170,-0.0008192841,-0.0007896714
2022,05,06,19:24:18.881,0.0548691452,-0.0010426131,-0.0008242196,-0.0010364437,0.0152483527,-0.0008402598,0.0172868967,-0.0010598871,-0.0009241624,-0.0231472440,-0.0010376776,-0.0008661709,-0.0547131263,-0.0010808628,-0.0008563000,-0.0007477202,-0.0009229285,-0.0815780014,-0.0008464291,-0.0009451380,-0.0517012700,-0.0008698725,-0.0009809200,-0.0394342206,-0.0009118238,-0.0009179931,-0.0009352671,-0.0008180503,-0.3512063920,-0.0007304461,-0.0007835022,-0.0007872037
2022,05,06,19:24:19.381,0.0547839999,-0.0010475486,-0.0008007762,-0.0010364437,0.0152446507,-0.0008007762,0.0172177926,-0.0010833306,-0.0009402026,-0.0231830273,-0.0010426131,-0.0008772757,-0.0547217652,-0.0010635888,-0.0008501307,-0.0007785667,-0.0009155254,-0.0816409215,-0.0008414937,-0.0009488396,-0.0517370552,-0.0008525984,-0.0009944926,-0.0395218246,-0.0009253963,-0.0009155254,-0.0009562428,-0.0007970746,-0.3493123949,-0.0007329138,-0.0007822683,-0.0007995424
2022,05,06,19:24:19.882,0.0547124259,-0.0010302744,-0.0008081794,-0.0010376776,0.0151817175,-0.0008377921,0.0171857085,-0.0010746935,-0.0009451380,-0.0232200436,-0.0010438469,-0.0008612354,-0.0547920950,-0.0010561856,-0.0008723402,-0.0007279784,-0.0009179931,-0.0816717744,-0.0008649370,-0.0009500735,-0.0517765358,-0.0008711063,-0.0009833877,-0.0395465009,-0.0009315655,-0.0009241624,-0.0009587105,-0.0008217519,-0.3479724228,-0.0007242768,-0.0008057117,-0.0007723974
2022,05,06,19:24:20.382,0.0546605997,-0.0010549517,-0.0008106471,-0.0010487824,0.0151360603,-0.0008328566,0.0171215422,-0.0010598871,-0.0009130577,-0.0232336149,-0.0010759274,-0.0008723402,-0.0548377484,-0.0010857983,-0.0008649370,-0.0007551233,-0.0009167592,-0.0816927478,-0.0008328566,-0.0009451380,-0.0518110842,-0.0008834450,-0.0009796862,-0.0395748802,-0.0009068883,-0.0009241624,-0.0009241624,-0.0008279212,-0.3418907225,-0.0007501879,-0.0008007762,-0.0008007762
