%Mission: 
%Operator: 
%Time: 2022,05,04,22:53:37.099
%File: C:\Users\pop\Documents\5STARG_Data\5STARG_20220504_225337_RADIOMETERS.dat
%Notes: 
YYYY,MM,DD,hh:mm:ss,CH1_0,CH1_2,CH1_4,CH2_0,CH2_2,CH2_4,CH3_0,CH3_2,CH3_4,CH4_0,CH4_2,CH4_4,CH5_0,CH5_2,CH5_4,Here,CH6_0,CH6_2,CH6_4,CH7_0,CH7_2,CH7_4,CH8_0,CH8_2,CH8_4,CH9_0,CH9_2,CH9_4,SPARE,5vRef_Temp,12POS_0_33,12NEG_0_33
2022,05,04,22:53:37.100,-1.3711583614,-10.3801336288,-9.8189239502,-9.6318359375,-1.7568018436,-10.1210155487,-1.6058536768,-10.2575902939,-9.7836017609,-1.8687574863,-10.2523412704,-9.7799549103,-1.5334889889,-10.2759160995,-9.7860679626,-1.6712483168,-0.0003639892,-1.7583812475,-10.2965936661,-9.7663602829,-0.4904871583,-10.1833314896,-9.7698411942,-1.4438735247,-10.1294403076,-9.7269363403,-9.6892261505,-9.6824407578,-9.8087158203,0.5630648732,3.9848005772,-3.9712071419
2022,05,04,22:53:37.214,-1.3707845211,-10.3742370605,-9.8145465851,-9.6342086792,-1.7561058998,-10.1613407135,-1.6047308445,-10.2774610519,-9.7839899063,-1.8687402010,-10.2808847427,-9.7973518372,-1.5330706835,-10.2606267929,-9.7604284286,-1.6712125540,-0.0003146347,-1.7581073046,-10.2935838699,-9.7151012421,-0.4902551770,-10.1379947662,-9.7441892624,-1.4436304569,-10.1300497055,-9.7525711060,-9.6924753189,-9.6802453995,-9.8064527512,0.5630365014,3.9848005772,-3.9712653160
2022,05,04,22:53:37.329,-1.3711115122,-10.3992080688,-9.8227825165,-9.6562042236,-1.7571486235,-10.1745700836,-1.6050862074,-10.2776374817,-9.7942323685,-1.8687537909,-10.2609710693,-9.7932510376,-1.5341169834,-10.2637681961,-9.7732458115,-1.6712446213,-0.0004441902,-1.7586317062,-10.2613134384,-9.7241392136,-0.4903600812,-10.1600866318,-9.7347316742,-1.4438686371,-10.1291246414,-9.7478437424,-9.6972532272,-9.6764907837,-9.7952528000,0.5631006956,3.9848709106,-3.9711232185
2022,05,04,22:53:37.442,-1.3710103035,-10.3946676254,-9.8437728882,-9.6767282486,-1.7566376925,-10.1603870392,-1.6055526733,-10.2787599564,-9.7946786880,-1.8686760664,-10.2617778778,-9.7636718750,-1.5337480307,-10.2141351700,-9.7364978790,-1.6713100672,-0.0004701013,-1.7588278055,-10.2874994278,-9.7283029556,-0.4907585979,-10.1363067627,-9.7462549210,-1.4442869425,-10.1367359161,-9.7649402618,-9.7078056335,-9.7013635635,-9.8331108093,0.5630624294,3.9848127365,-3.9710962772
2022,05,04,22:53:37.555,-1.3714594841,-10.4019470215,-9.8329467773,-9.6569194794,-1.7573114634,-10.1664314270,-1.6056550741,-10.2811679840,-9.7751350403,-1.8688192368,-10.2062034607,-9.7563428879,-1.5333693027,-10.2459688187,-9.7468442917,-1.6712656021,-0.0004626981,-1.7593424320,-10.2830114365,-9.7151060104,-0.4912805259,-10.1603736877,-9.7702827454,-1.4439722300,-10.1388130188,-9.7691907883,-9.7098855972,-9.7050132751,-9.8337135315,0.5630673766,3.9848694801,-3.9710936546
2022,05,04,22:53:37.668,-1.3712090254,-10.4022741318,-9.8355817795,-9.6550216675,-1.7565366030,-10.1310119629,-1.6054440737,-10.2326841354,-9.7610521317,-1.8687551022,-10.2449512482,-9.7695608139,-1.5340182781,-10.2061500549,-9.7453994751,-1.6712335348,-0.0004750367,-1.7588895559,-10.2947959900,-9.7475852966,-0.4906327426,-10.1847639084,-9.7703065872,-1.4437822104,-10.1710386276,-9.7769098282,-9.7072353363,-9.6956415176,-9.8066339493,0.5630537868,3.9848423004,-3.9711382389
2022,05,04,22:53:37.782,-1.3713458776,-10.3480625153,-9.7814607620,-9.6196422577,-1.7567377090,-10.1440248489,-1.6054083109,-10.2482395172,-9.7575817108,-1.8687661886,-10.2319917679,-9.7493085861,-1.5334790945,-10.2250461578,-9.7687454224,-1.6711866856,-0.0004071743,-1.7579345703,-10.3099584579,-9.7626523972,-0.4894889593,-10.1761169434,-9.7575187683,-1.4436131716,-10.1633777618,-9.7789545059,-9.7131776810,-9.7013092041,-9.8148412704,0.5629858971,3.9847497940,-3.9712910652
2022,05,04,22:53:37.896,-1.3709794283,-10.3829727173,-9.8183174133,-9.6471643448,-1.7566056252,-10.1244850159,-1.6056168079,-10.2605800629,-9.7708454132,-1.8687895536,-10.2659845352,-9.7819995880,-1.5339504480,-10.2775640488,-9.7700214386,-1.6712471247,-0.0003590538,-1.7594522238,-10.3017835617,-9.7296075821,-0.4909473956,-10.1985282898,-9.7707090378,-1.4435132742,-10.1325130463,-9.7315483093,-9.6771612167,-9.6802072525,-9.7880544662,0.5629390478,3.9847226143,-3.9712059498
2022,05,04,22:53:38.010,-1.3705414534,-10.3621158600,-9.7957954407,-9.6326189041,-1.7561540604,-10.1431779861,-1.6049998999,-10.2886638641,-9.7726678848,-1.8687007427,-10.2792854309,-9.7957391739,-1.5326807499,-10.2690086365,-9.7701902390,-1.6712150574,-0.0003393120,-1.7577975988,-10.3018331528,-9.7559528351,-0.4902095497,-10.1536512375,-9.7309503555,-1.4435983896,-10.1373434067,-9.7469892502,-9.6939611435,-9.6777124405,-9.7867794037,0.5630068779,3.9847214222,-3.9711725712
2022,05,04,22:53:38.123,-1.3713262081,-10.3603782654,-9.8199758530,-9.6602554321,-1.7576186657,-10.1560459137,-1.6058721542,-10.2934961319,-9.7969913483,-1.8686304092,-10.2816276550,-9.7711553574,-1.5342897177,-10.2869882584,-9.7707557678,-1.6712051630,-0.0004318516,-1.7597668171,-10.2607564926,-9.7069263458,-0.4914742410,-10.1449708939,-9.7363519669,-1.4440462589,-10.1447734833,-9.7387504578,-9.6804475784,-9.6804971695,-9.7887296677,0.5630180240,3.9848484993,-3.9711332321
2022,05,04,22:53:38.236,-1.3709177971,-10.3926630020,-9.8333082199,-9.6710796356,-1.7566549778,-10.1653165817,-1.6047481298,-10.2800245285,-9.7833919525,-1.8686649799,-10.2647161484,-9.7823190689,-1.5325524807,-10.2552175522,-9.7357492447,-1.6712816954,-0.0004355532,-1.7573940754,-10.2867803574,-9.7218637466,-0.4895617664,-10.1404647827,-9.7401075363,-1.4435712099,-10.1382875443,-9.7329711914,-9.6954383850,-9.7051019669,-9.8088321686,0.5630525351,3.9848041534,-3.9710528851
2022,05,04,22:53:38.350,-1.3713225126,-10.4018945694,-9.8396396637,-9.6360626221,-1.7576396465,-10.1632318497,-1.6058981419,-10.3059349060,-9.7749767303,-1.8687168360,-10.2260255814,-9.7469367981,-1.5343353748,-10.2268981934,-9.7432603836,-1.6712347269,-0.0004380209,-1.7595682144,-10.2592067719,-9.7188062668,-0.4915198982,-10.1499624252,-9.7458467484,-1.4445312023,-10.1540164948,-9.7594337463,-9.7136917114,-9.7070798874,-9.8016147614,0.5630957484,3.9848091602,-3.9711208344
2022,05,04,22:53:38.463,-1.3715420961,-10.3989219666,-9.8379878998,-9.6610193253,-1.7581566572,-10.1495466232,-1.6058746576,-10.2131061554,-9.7472248077,-1.8687118292,-10.2368688583,-9.7569742203,-1.5338912010,-10.2335090637,-9.7398185730,-1.6712471247,-0.0004602304,-1.7588673830,-10.2845096588,-9.7485790253,-0.4905019701,-10.1729860306,-9.7613773346,-1.4440697432,-10.1724987030,-9.7754650116,-9.7185325623,-9.6903409958,-9.7802772522,0.5630834103,3.9848139286,-3.9710690975
2022,05,04,22:53:38.577,-1.3711596727,-10.3795604706,-9.8091297150,-9.6160907745,-1.7559653521,-10.1159172058,-1.6049048901,-10.2599916458,-9.7688026428,-1.8687365055,-10.1920909882,-9.7473611832,-1.5330213308,-10.2452297211,-9.7390565872,-1.6711989641,-0.0003837310,-1.7584477663,-10.3002576828,-9.7520103455,-0.4900380373,-10.1818799973,-9.7732896805,-1.4433887005,-10.1553421021,-9.7517948151,-9.7137365341,-9.7078237534,-9.7959175110,0.5629279017,3.9846708775,-3.9712083340
