%Mission: MLO2022
%Operator: 
%Time: 2022,05,11,05:55:51.110
%File: C:\Users\pop\Documents\5STARG_Data\5STARG_20220511_055551_RADIOMETERS.dat
%Notes: 
YYYY,MM,DD,hh:mm:ss,state,elev_set,azi_set,elev_pid_out,azi_pid_out,CH1_0,CH1_2,CH1_4,CH2_0,CH2_2,CH2_4,CH3_0,CH3_2,CH3_4,CH4_0,CH4_2,CH4_4,CH5_0,CH5_2,CH5_4,Here,CH6_0,CH6_2,CH6_4,CH7_0,CH7_2,CH7_4,CH8_0,CH8_2,CH8_4,CH9_0,CH9_2,CH9_4,SPARE,5vRef_Temp,12POS_0_33,12NEG_0_33,J7_1,J7_2,J7_3,J7_4,J7_5,J7_6,J7_7,J7_8
2022,05,11,05:55:51.111,tr,0.000,0.000000,-0.000000,0.000000,-0.00335,-0.01266,-1.11373,-0.00334,-0.01614,-1.45391,-0.00330,-0.01241,-1.08820,-0.00333,-0.01501,-1.34871,-0.00329,-0.01515,-1.36609,-1.66982,-0.00323,0.10790,10.12169,10.12169,0.10590,10.12169,10.12169,0.08471,8.59087,10.12169,8.77520,10.12169,9.75808,0.58907,3.96818,-3.99879,-2.87873,-3.34544,-4.12188,0.26967,0.25580,0.25739,0.24755,0.25503
2022,05,11,05:55:53.287,tr,0.000,0.000000,-0.000000,0.000000,-0.00338,-0.01265,-1.11160,-0.00338,-0.01612,-1.45147,-0.00338,-0.01245,-1.08200,-0.00329,-0.01500,-1.33977,-0.00331,-0.01507,-1.35564,-1.66992,-0.00323,0.10795,10.12169,10.12169,0.10596,10.12169,10.12169,0.08468,8.58371,10.12169,8.76726,10.12169,9.75187,0.58897,3.96822,-3.99877,-2.89792,-3.33297,-4.06421,0.26962,0.25565,0.25736,0.24758,0.25500
2022,05,11,05:55:53.428,tr,0.000,0.000000,-0.000000,0.000000,-0.00345,-0.01249,-1.09712,-0.00332,-0.01602,-1.45496,-0.00325,-0.01228,-1.07304,-0.00325,-0.01497,-1.34162,-0.00326,-0.01503,-1.35236,-1.66995,-0.00330,0.10788,10.12169,10.12169,0.10592,10.12169,10.12169,0.08467,8.58212,10.12169,8.76647,10.12169,9.77116,0.58898,3.96833,-3.99874,-2.86225,-3.30469,-4.05888,0.26963,0.25563,0.25733,0.24771,0.25506
2022,05,11,05:55:53.636,tr,0.000,0.000000,-0.000000,0.000000,-0.00329,-0.01262,-1.11535,-0.00329,-0.01593,-1.44208,-0.00324,-0.01233,-1.07647,-0.00328,-0.01495,-1.33853,-0.00328,-0.01516,-1.35294,-1.66996,-0.00333,0.10790,10.12169,10.12169,0.10591,10.12169,10.12169,0.08476,8.60245,10.12169,8.78762,10.12169,9.77760,0.58901,3.96839,-3.99870,-2.88974,-3.31281,-4.02264,0.26967,0.25574,0.25731,0.24756,0.25510
2022,05,11,05:55:53.887,tr,0.000,0.000000,-0.000000,0.000000,-0.00337,-0.01275,-1.11507,-0.00342,-0.01607,-1.44734,-0.00332,-0.01237,-1.07386,-0.00334,-0.01501,-1.33845,-0.00340,-0.01523,-1.35975,-1.66993,-0.00319,0.10791,10.12169,10.12169,0.10595,10.12169,10.12169,0.08488,8.60673,10.12169,8.79015,10.12169,9.78945,0.58893,3.96825,-3.99876,-2.87682,-3.28963,-3.99286,0.26956,0.25572,0.25723,0.24754,0.25502
2022,05,11,05:55:54.137,tr,0.000,0.000000,-0.000000,0.000000,-0.00337,-0.01258,-1.10483,-0.00330,-0.01606,-1.45211,-0.00327,-0.01241,-1.08410,-0.00333,-0.01493,-1.33612,-0.00328,-0.01513,-1.35430,-1.66996,-0.00332,0.10784,10.12169,10.12169,0.10591,10.12169,10.12169,0.08483,8.60711,10.12169,8.79148,10.12169,9.81355,0.58890,3.96835,-3.99878,-2.86947,-3.26824,-3.95506,0.26964,0.25572,0.25739,0.24763,0.25509
2022,05,11,05:55:54.387,tr,0.000,0.000000,-0.000000,0.000000,-0.00341,-0.01251,-1.08801,-0.00332,-0.01621,-1.45994,-0.00335,-0.01246,-1.08351,-0.00342,-0.01509,-1.34572,-0.00333,-0.01509,-1.35830,-1.66988,-0.00324,0.10802,10.12169,10.12169,0.10597,10.12169,10.12169,0.08494,8.60856,10.12169,8.79228,10.12169,9.81478,0.58892,3.96827,-3.99875,-2.85121,-3.23640,-3.91317,0.26954,0.25566,0.25726,0.26010,0.25510
2022,05,11,05:55:54.637,tr,0.000,0.000000,-0.000000,0.000000,-0.00336,-0.01263,-1.10975,-0.00324,-0.01612,-1.45401,-0.00325,-0.01249,-1.09325,-0.00330,-0.01500,-1.34385,-0.00326,-0.01544,-1.38718,-1.67002,-0.00335,0.10796,10.12169,10.12169,0.10590,10.12169,10.12169,0.08491,8.60780,10.12169,8.79226,10.12169,9.83665,0.58900,3.96831,-3.99871,-2.84081,-3.21671,-3.87636,0.26960,0.25576,0.25737,0.26024,0.25515
2022,05,11,05:55:54.887,tr,0.000,0.000000,-0.000000,0.000000,-0.00342,-0.01276,-1.11388,-0.00333,-0.01617,-1.45661,-0.00332,-0.01255,-1.09355,-0.00335,-0.01506,-1.34158,-0.00330,-0.01532,-1.37725,-1.66991,-0.00320,0.10800,10.12169,10.12169,0.10601,10.12169,10.12169,0.08494,8.60911,10.12169,8.79153,10.12169,9.84493,0.58888,3.96836,-3.99876,-2.83072,-3.19841,-3.84470,0.26963,0.25567,0.25726,0.26002,0.25505
2022,05,11,05:55:55.136,tr,0.000,0.000000,-0.000000,0.000000,-0.00335,-0.01264,-1.11073,-0.00329,-0.01589,-1.44331,-0.00333,-0.01249,-1.09712,-0.00323,-0.01498,-1.34446,-0.00330,-0.01544,-1.38188,-1.66992,-0.00334,0.10797,10.12169,10.12169,0.10595,10.12169,10.12169,0.08490,8.60873,10.12169,8.79347,10.12169,9.86341,0.58891,3.96840,-3.99874,-2.83118,-3.19480,-3.82558,0.26966,0.25578,0.26913,0.26022,0.26650
