%Mission: MLO2022
%Operator: 
%Time: 2022,05,14,20:41:43.918
%File: C:\Users\pop\Documents\5STARG_Data\5STARG_20220514_204143_RADIOMETERS.dat
%Notes: 
YYYY,MM,DD,hh:mm:ss,state,elev_set,azi_set,elev_pid_out,azi_pid_out,CH1_0,CH1_2,CH1_4,CH2_0,CH2_2,CH2_4,CH3_0,CH3_2,CH3_4,CH4_0,CH4_2,CH4_4,CH5_0,CH5_2,CH5_4,Here,CH6_0,CH6_2,CH6_4,CH7_0,CH7_2,CH7_4,CH8_0,CH8_2,CH8_4,CH9_0,CH9_2,CH9_4,SPARE,5vRef_Temp,12POS_0_33,12NEG_0_33
2022,05,14,20:43:59.130,dark,0.000,0.000000,0.002711,7.930920,0.00036,-0.01683,-1.69892,0.00040,-0.01289,-1.30408,0.00036,-0.02213,-2.22884,0.00035,-0.02456,-2.47039,0.00028,-0.03369,-3.38304,-1.66905,0.00075,-0.00037,-0.04607,-0.15396,-0.00035,-0.04330,-0.11375,-0.00079,-0.08654,-0.11573,-0.15603,-10.22190,-9.92589,0.57105,3.99079,-3.99091
2022,05,14,20:43:59.379,dark,0.000,0.000000,-0.010342,-7.808918,0.00034,-0.01651,-1.67170,0.00039,-0.01293,-1.30498,0.00037,-0.02175,-2.19107,0.00036,-0.02446,-2.46037,0.00025,-0.03350,-3.35538,-1.66897,0.00075,-0.00030,-0.04628,-0.15364,-0.00037,-0.04359,-0.11374,-0.00079,-0.08664,-0.11596,-0.15594,-10.19722,-9.91372,0.57103,3.99082,-3.99092
2022,05,14,20:43:59.629,dark,0.000,0.000000,-0.009030,14.102180,0.00031,-0.01664,-1.68573,0.00043,-0.01285,-1.29852,0.00032,-0.02203,-2.21722,0.00030,-0.02445,-2.45686,0.00023,-0.03336,-3.34005,-1.66903,0.00071,-0.00039,-0.04602,-0.15385,-0.00035,-0.04363,-0.11351,-0.00078,-0.08628,-0.11577,-0.15560,-10.22562,-9.94240,0.57101,3.99083,-3.99088
2022,05,14,20:43:59.880,dark,0.000,0.000000,-0.014083,-0.097545,0.00035,-0.01671,-1.68718,0.00038,-0.01283,-1.30053,0.00032,-0.02191,-2.20507,0.00033,-0.02454,-2.46503,0.00025,-0.03342,-3.35335,-1.66910,0.00075,-0.00037,-0.04614,-0.15358,-0.00032,-0.04326,-0.11352,-0.00075,-0.08676,-0.11544,-0.15588,-10.18292,-9.90609,0.57104,3.99080,-3.99090
2022,05,14,20:44:00.130,dark,0.000,0.000000,-0.024043,-2.554218,0.00033,-0.01657,-1.67456,0.00049,-0.01282,-1.29602,0.00035,-0.02132,-2.14539,0.00036,-0.02443,-2.45588,0.00020,-0.03344,-3.35646,-1.66908,0.00073,-0.00042,-0.04599,-0.15360,-0.00034,-0.04337,-0.11334,-0.00077,-0.08645,-0.11524,-0.15567,-10.21528,-9.91433,0.57097,3.99084,-3.99096
2022,05,14,20:44:00.380,dark,0.000,0.000000,-0.000507,2.236764,0.00032,-0.01660,-1.67643,0.00043,-0.01284,-1.29924,0.00038,-0.02146,-2.15505,0.00038,-0.02441,-2.45591,0.00029,-0.03340,-3.34890,-1.66903,0.00073,-0.00031,-0.04591,-0.15329,-0.00037,-0.04326,-0.11323,-0.00079,-0.08663,-0.11530,-0.15572,-10.20131,-9.91109,0.57100,3.99078,-3.99097
2022,05,14,20:44:00.629,dark,0.000,0.000000,0.022519,10.214647,0.00036,-0.01672,-1.68708,0.00044,-0.01282,-1.30126,0.00039,-0.02088,-2.10727,0.00038,-0.02428,-2.44052,0.00030,-0.03336,-3.34715,-1.66902,0.00076,-0.00036,-0.04564,-0.15317,-0.00034,-0.04317,-0.11290,-0.00072,-0.08607,-0.11504,-0.15519,-10.22863,-9.93294,0.57101,3.99086,-3.99091
2022,05,14,20:44:00.879,dark,0.000,0.000000,0.030205,13.940159,0.00034,-0.01687,-1.70211,0.00041,-0.01279,-1.29623,0.00038,-0.02089,-2.10421,0.00040,-0.02427,-2.43998,0.00026,-0.03318,-3.33192,-1.66904,0.00077,-0.00034,-0.04549,-0.15296,-0.00034,-0.04275,-0.11277,-0.00074,-0.08604,-0.11479,-0.15505,-10.20403,-9.90861,0.57096,3.99078,-3.99099
2022,05,14,20:44:01.129,dark,0.000,0.000000,-0.001065,12.736047,0.00038,-0.01656,-1.66815,0.00046,-0.01275,-1.29047,0.00036,-0.02093,-2.11106,0.00033,-0.02418,-2.43041,0.00027,-0.03327,-3.33845,-1.66904,0.00079,-0.00034,-0.04546,-0.15292,-0.00036,-0.04275,-0.11285,-0.00080,-0.08594,-0.11470,-0.15493,-10.22596,-9.93709,0.57102,3.99083,-3.99096
2022,05,14,20:44:01.380,dark,0.000,0.000000,-0.010125,-10.728497,0.00039,-0.01653,-1.66919,0.00043,-0.01281,-1.29669,0.00037,-0.02056,-2.07283,0.00038,-0.02422,-2.43386,0.00024,-0.03327,-3.34086,-1.66905,0.00076,-0.00032,-0.04525,-0.15274,-0.00035,-0.04246,-0.11245,-0.00080,-0.08566,-0.11444,-0.15472,-10.20419,-9.91414,0.57109,3.99079,-3.99098
2022,05,14,20:44:01.630,dark,0.000,0.000000,-0.006149,-3.774144,0.00037,-0.01654,-1.67119,0.00037,-0.01275,-1.29127,0.00039,-0.02030,-2.04745,0.00039,-0.02418,-2.42921,0.00024,-0.03326,-3.34033,-1.66899,0.00077,-0.00037,-0.04529,-0.15255,-0.00040,-0.04269,-0.11240,-0.00075,-0.08553,-0.11458,-0.15441,-10.23240,-9.94223,0.57097,3.99078,-3.99097
2022,05,14,20:44:01.880,dark,0.000,0.000000,-0.010334,-11.320365,0.00035,-0.01655,-1.66587,0.00041,-0.01268,-1.28637,0.00035,-0.02067,-2.08525,0.00031,-0.02401,-2.41929,0.00024,-0.03328,-3.34159,-1.66908,0.00073,-0.00039,-0.04529,-0.15235,-0.00035,-0.04260,-0.11234,-0.00082,-0.08533,-0.11439,-0.15421,-10.19805,-9.90377,0.57101,3.99084,-3.99100
2022,05,14,20:44:02.129,dark,0.000,0.000000,-0.000867,9.123696,0.00035,-0.01651,-1.66627,0.00047,-0.01266,-1.28252,0.00038,-0.02052,-2.06309,0.00030,-0.02401,-2.41593,0.00029,-0.03319,-3.33015,-1.66903,0.00074,-0.00035,-0.04514,-0.15219,-0.00037,-0.04252,-0.11216,-0.00078,-0.08547,-0.11408,-0.15424,-10.21965,-9.93579,0.57105,3.99077,-3.99097
2022,05,14,20:44:02.379,dark,0.000,0.000000,-0.004818,-49.291898,0.00038,-0.01635,-1.64828,0.00045,-0.01262,-1.27724,0.00036,-0.02049,-2.05920,0.00036,-0.02399,-2.40846,0.00025,-0.03296,-3.31111,-1.66904,0.00074,-0.00035,-0.04505,-0.15191,-0.00035,-0.04242,-0.11197,-0.00077,-0.08523,-0.11377,-0.15384,-10.18864,-9.88571,0.57099,3.99075,-3.99101
2022,05,14,20:44:02.630,dark,0.000,0.000000,-0.002834,-21.661330,0.00039,-0.01649,-1.66506,0.00045,-0.01240,-1.25640,0.00039,-0.02051,-2.07126,0.00036,-0.02395,-2.40846,0.00025,-0.03283,-3.29290,-1.66902,0.00077,-0.00039,-0.04507,-0.15187,-0.00034,-0.04214,-0.11185,-0.00074,-0.08495,-0.11369,-0.15357,-10.23178,-9.94284,0.57100,3.99082,-3.99105
2022,05,14,20:44:02.880,dark,0.000,0.000000,-0.012127,-23.986140,0.00036,-0.01631,-1.65141,0.00044,-0.01249,-1.26707,0.00037,-0.02046,-2.06427,0.00038,-0.02405,-2.42199,0.00032,-0.03276,-3.28758,-1.66902,0.00076,-0.00034,-0.04488,-0.15175,-0.00031,-0.04207,-0.11170,-0.00073,-0.08486,-0.11357,-0.15352,-10.20933,-9.92604,0.57100,3.99075,-3.99102
2022,05,14,20:44:03.130,dark,0.000,0.000000,-0.037336,0.846895,0.00037,-0.01644,-1.65868,0.00045,-0.01244,-1.25884,0.00040,-0.02046,-2.05897,0.00036,-0.02418,-2.43490,0.00026,-0.03276,-3.28843,-1.66903,0.00074,-0.00033,-0.04488,-0.15169,-0.00034,-0.04197,-0.11159,-0.00076,-0.08427,-0.11332,-0.15277,-10.22720,-9.93911,0.57095,3.99079,-3.99103
2022,05,14,20:44:03.380,dark,0.000,0.000000,-0.012942,-14.018155,0.00034,-0.01651,-1.66225,0.00040,-0.01257,-1.26916,0.00034,-0.02044,-2.06073,0.00036,-0.02420,-2.43374,0.00024,-0.03296,-3.30721,-1.66911,0.00075,-0.00040,-0.04512,-0.15185,-0.00039,-0.04243,-0.11160,-0.00076,-0.08454,-0.11350,-0.15271,-10.20885,-9.91093,0.57099,3.99078,-3.99098
2022,05,14,20:44:03.629,dark,0.000,0.000000,0.004072,-4.626847,0.00036,-0.01642,-1.65757,0.00044,-0.01274,-1.28165,0.00035,-0.02040,-2.05140,0.00033,-0.02423,-2.43619,0.00027,-0.03307,-3.31545,-1.66907,0.00073,-0.00039,-0.04528,-0.15164,-0.00036,-0.04230,-0.11158,-0.00081,-0.08471,-0.11333,-0.15277,-10.23634,-9.94811,0.57095,3.99078,-3.99099
2022,05,14,20:44:03.879,dark,0.000,0.000000,0.010408,-3.029029,0.00032,-0.01647,-1.66183,0.00040,-0.01264,-1.28106,0.00033,-0.02026,-2.03908,0.00031,-0.02431,-2.44260,0.00022,-0.03299,-3.31122,-1.66905,0.00074,-0.00037,-0.04514,-0.15141,-0.00035,-0.04252,-0.11145,-0.00079,-0.08458,-0.11337,-0.15264,-10.20591,-9.91912,0.57094,3.99073,-3.99107
2022,05,14,20:44:04.130,dark,0.000,0.000000,0.014908,-18.026857,0.00035,-0.01635,-1.65131,0.00043,-0.01266,-1.27638,0.00035,-0.02008,-2.01846,0.00034,-0.02410,-2.42434,0.00027,-0.03293,-3.30872,-1.66904,0.00073,-0.00038,-0.04510,-0.15131,-0.00030,-0.04219,-0.11139,-0.00081,-0.08435,-0.11318,-0.15248,-10.22765,-9.94294,0.57093,3.99074,-3.99107
2022,05,14,20:44:04.380,dark,0.000,0.000000,0.010495,-7.181375,0.00030,-0.01642,-1.65469,0.00036,-0.01269,-1.28036,0.00035,-0.02004,-2.01716,0.00032,-0.02404,-2.41670,0.00025,-0.03302,-3.31368,-1.66904,0.00073,-0.00039,-0.04513,-0.15129,-0.00039,-0.04261,-0.11113,-0.00076,-0.08462,-0.11312,-0.15226,-10.19237,-9.90864,0.57095,3.99071,-3.99102
2022,05,14,20:44:04.630,dark,0.000,0.000000,0.004882,12.369264,0.00031,-0.01660,-1.67742,0.00043,-0.01265,-1.27641,0.00032,-0.01993,-2.00177,0.00030,-0.02411,-2.41812,0.00018,-0.03305,-3.31306,-1.66907,0.00069,-0.00040,-0.04514,-0.15136,-0.00039,-0.04247,-0.11099,-0.00079,-0.08440,-0.11312,-0.15195,-10.22886,-9.93168,0.57096,3.99078,-3.99111
2022,05,14,20:44:04.879,dark,0.000,0.000000,-0.000014,-1.376034,0.00033,-0.01640,-1.65486,0.00038,-0.01266,-1.27606,0.00033,-0.01988,-1.99914,0.00029,-0.02404,-2.41360,0.00017,-0.03298,-3.30855,-1.66910,0.00069,-0.00039,-0.04525,-0.15103,-0.00040,-0.04266,-0.11090,-0.00082,-0.08462,-0.11296,-0.15206,-10.19326,-9.90730,0.57089,3.99071,-3.99107
2022,05,14,20:44:05.129,dark,0.000,0.000000,-0.000990,-7.374882,0.00034,-0.01654,-1.66663,0.00041,-0.01263,-1.27474,0.00027,-0.01979,-1.98695,0.00029,-0.02399,-2.40902,0.00019,-0.03295,-3.30123,-1.66906,0.00069,-0.00041,-0.04528,-0.15090,-0.00041,-0.04259,-0.11096,-0.00084,-0.08449,-0.11286,-0.15188,-10.23326,-9.94883,0.57091,3.99075,-3.99116
2022,05,14,20:44:05.380,dark,0.000,0.000000,-0.000899,-3.766384,0.00028,-0.01651,-1.66833,0.00042,-0.01271,-1.27804,0.00030,-0.01979,-1.99223,0.00031,-0.02396,-2.40599,0.00023,-0.03289,-3.29983,-1.66909,0.00071,-0.00042,-0.04508,-0.15072,-0.00038,-0.04267,-0.11071,-0.00079,-0.08411,-0.11314,-0.15156,-10.20848,-9.92198,0.57093,3.99080,-3.99107
2022,05,14,20:44:05.630,dark,0.000,0.000000,-0.006511,-4.557621,0.00028,-0.01656,-1.66644,0.00038,-0.01262,-1.27031,0.00033,-0.02002,-2.00656,0.00025,-0.02398,-2.40638,0.00017,-0.03292,-3.30206,-1.66915,0.00069,-0.00041,-0.04545,-0.15084,-0.00041,-0.04308,-0.11069,-0.00082,-0.08443,-0.11290,-0.15137,-10.23530,-9.94678,0.57087,3.99074,-3.99115
2022,05,14,20:44:05.880,dark,0.000,0.000000,-0.003660,-5.115670,0.00027,-0.01660,-1.66575,0.00039,-0.01260,-1.26828,0.00033,-0.01982,-1.98833,0.00025,-0.02404,-2.41149,0.00020,-0.03294,-3.30103,-1.66914,0.00071,-0.00042,-0.04523,-0.15106,-0.00036,-0.04293,-0.11068,-0.00079,-0.08427,-0.11292,-0.15147,-10.20881,-9.91688,0.57091,3.99075,-3.99114
2022,05,14,20:44:06.130,dark,0.000,0.000000,-0.003860,-0.292390,0.00025,-0.01653,-1.66307,0.00033,-0.01264,-1.27263,0.00030,-0.02019,-2.02741,0.00031,-0.02401,-2.40643,0.00014,-0.03299,-3.30222,-1.66917,0.00073,-0.00034,-0.04532,-0.15070,-0.00042,-0.04302,-0.11054,-0.00087,-0.08428,-0.11279,-0.15140,-10.23116,-9.93251,0.57090,3.99076,-3.99103
2022,05,14,20:44:06.379,dark,0.000,0.000000,-0.000245,4.587983,0.00037,-0.01658,-1.66797,0.00041,-0.01257,-1.27377,0.00033,-0.02014,-2.02486,0.00031,-0.02396,-2.40518,0.00022,-0.03302,-3.31030,-1.66907,0.00071,-0.00038,-0.04462,-0.15053,-0.00038,-0.04244,-0.11017,-0.00081,-0.08374,-0.11270,-0.15104,-10.19707,-9.91707,0.57092,3.99074,-3.99114
2022,05,14,20:44:06.629,dark,0.000,0.000000,-0.001212,8.934314,0.00027,-0.01642,-1.65794,0.00039,-0.01264,-1.27535,0.00032,-0.02012,-2.02314,0.00031,-0.02390,-2.40292,0.00021,-0.03302,-3.31347,-1.66909,0.00072,-0.00039,-0.04477,-0.15033,-0.00037,-0.04222,-0.11027,-0.00076,-0.08356,-0.11230,-0.15081,-10.22324,-9.94271,0.57093,3.99077,-3.99112
2022,05,14,20:44:06.880,dark,0.000,0.000000,-0.000493,13.588708,0.00028,-0.01653,-1.66617,0.00040,-0.01261,-1.27599,0.00029,-0.02041,-2.04819,0.00027,-0.02396,-2.40345,0.00017,-0.03302,-3.31252,-1.66912,0.00066,-0.00043,-0.04491,-0.15043,-0.00037,-0.04272,-0.11017,-0.00081,-0.08389,-0.11247,-0.15076,-10.18586,-9.89094,0.57092,3.99077,-3.99116
2022,05,14,20:44:07.130,dark,0.000,0.000000,0.002984,5.458066,0.00025,-0.01669,-1.68029,0.00035,-0.01263,-1.27276,0.00031,-0.02027,-2.04142,0.00025,-0.02398,-2.41028,0.00014,-0.03318,-3.32716,-1.66911,0.00068,-0.00040,-0.04484,-0.15046,-0.00042,-0.04256,-0.10993,-0.00083,-0.08377,-0.11237,-0.15065,-10.23289,-9.94254,0.57090,3.99070,-3.99114
2022,05,14,20:44:07.380,dark,0.000,0.000000,-0.002851,-30.034714,0.00024,-0.01665,-1.68102,0.00037,-0.01266,-1.27283,0.00030,-0.02035,-2.03694,0.00025,-0.02393,-2.40314,0.00014,-0.03334,-3.33673,-1.66910,0.00070,-0.00038,-0.04511,-0.15018,-0.00046,-0.04278,-0.11002,-0.00080,-0.08374,-0.11244,-0.15048,-10.20825,-9.91943,0.57091,3.99074,-3.99111
2022,05,14,20:44:07.629,dark,0.000,0.000000,-0.002736,7.386447,0.00029,-0.01666,-1.67596,0.00035,-0.01261,-1.26932,0.00030,-0.02002,-2.01027,0.00030,-0.02391,-2.39868,0.00021,-0.03322,-3.32873,-1.66909,0.00073,-0.00041,-0.04457,-0.14996,-0.00038,-0.04248,-0.10982,-0.00082,-0.08330,-0.11229,-0.15034,-10.23525,-9.94554,0.57093,3.99074,-3.99107
2022,05,14,20:44:07.879,dark,0.000,0.000000,-0.005598,-6.882011,0.00027,-0.01669,-1.67695,0.00039,-0.01253,-1.26614,0.00033,-0.02089,-2.09645,0.00027,-0.02392,-2.39959,0.00019,-0.03317,-3.32899,-1.66906,0.00070,-0.00037,-0.04437,-0.14986,-0.00036,-0.04226,-0.10955,-0.00080,-0.08310,-0.11213,-0.15012,-10.20482,-9.92058,0.57092,3.99070,-3.99105
2022,05,14,20:44:08.129,dark,0.000,0.000000,-0.003842,-13.538900,0.00032,-0.01656,-1.67424,0.00038,-0.01253,-1.26263,0.00033,-0.02106,-2.11699,0.00028,-0.02424,-2.43662,0.00021,-0.03331,-3.33556,-1.66903,0.00071,-0.00039,-0.04441,-0.14943,-0.00039,-0.04210,-0.10961,-0.00080,-0.08301,-0.11200,-0.15002,-10.22562,-9.94588,0.57093,3.99076,-3.99109
2022,05,14,20:44:08.381,dark,0.000,0.000000,-0.001891,0.674461,0.00036,-0.01657,-1.66900,0.00044,-0.01255,-1.27416,0.00036,-0.02077,-2.09157,0.00031,-0.02426,-2.44070,0.00029,-0.03313,-3.32827,-1.66904,0.00077,-0.00034,-0.04404,-0.14940,-0.00030,-0.04175,-0.10963,-0.00074,-0.08259,-0.11180,-0.14987,-10.19730,-9.90810,0.57093,3.99081,-3.99113
2022,05,14,20:44:08.630,dark,0.000,0.000000,-0.003111,-3.458378,0.00035,-0.01660,-1.67425,0.00039,-0.01246,-1.26744,0.00039,-0.02069,-2.08147,0.00036,-0.02428,-2.44093,0.00022,-0.03309,-3.32048,-1.66907,0.00077,-0.00034,-0.04393,-0.14946,-0.00038,-0.04166,-0.10934,-0.00076,-0.08238,-0.11173,-0.14966,-10.22986,-9.94010,0.57097,3.99077,-3.99109
2022,05,14,20:44:08.880,dark,0.000,0.000000,-0.000368,11.502508,0.00033,-0.01651,-1.66579,0.00043,-0.01257,-1.26909,0.00033,-0.02025,-2.03700,0.00033,-0.02418,-2.43355,0.00023,-0.03300,-3.31589,-1.66901,0.00077,-0.00031,-0.04391,-0.14943,-0.00035,-0.04161,-0.10939,-0.00075,-0.08209,-0.11175,-0.14936,-10.18942,-9.90417,0.57096,3.99074,-3.99107
2022,05,14,20:44:09.129,dark,0.000,0.000000,-0.000342,0.727357,0.00034,-0.01651,-1.66600,0.00042,-0.01256,-1.26504,0.00034,-0.02038,-2.04769,0.00032,-0.02424,-2.43432,0.00018,-0.03313,-3.32433,-1.66903,0.00074,-0.00036,-0.04414,-0.14929,-0.00040,-0.04184,-0.10925,-0.00077,-0.08265,-0.11166,-0.14943,-10.22158,-9.92156,0.57084,3.99073,-3.99114
2022,05,14,20:44:09.379,dark,0.000,0.000000,-0.001710,13.352257,0.00031,-0.01660,-1.67285,0.00037,-0.01254,-1.26672,0.00030,-0.02067,-2.07942,0.00029,-0.02415,-2.42570,0.00019,-0.03317,-3.32226,-1.66906,0.00071,-0.00037,-0.04430,-0.14929,-0.00040,-0.04191,-0.10923,-0.00071,-0.08256,-0.11138,-0.14921,-10.20962,-9.90492,0.57087,3.99071,-3.99116
2022,05,14,20:44:09.630,dark,0.000,0.000000,-0.002724,-0.469900,0.00026,-0.01639,-1.64762,0.00038,-0.01259,-1.27009,0.00031,-0.02122,-2.13316,0.00025,-0.02383,-2.39289,0.00024,-0.03322,-3.33029,-1.66910,0.00068,-0.00039,-0.04440,-0.14932,-0.00039,-0.04202,-0.10916,-0.00078,-0.08251,-0.11128,-0.14912,-10.24129,-9.94561,0.57092,3.99069,-3.99115
2022,05,14,20:44:09.880,dark,0.000,0.000000,-0.006745,2.444083,0.00031,-0.01658,-1.67234,0.00040,-0.01253,-1.26613,0.00026,-0.02219,-2.22834,0.00029,-0.02376,-2.38633,0.00022,-0.03324,-3.33406,-1.66908,0.00068,-0.00038,-0.04418,-0.14912,-0.00038,-0.04199,-0.10905,-0.00072,-0.08248,-0.11162,-0.14905,-10.21171,-9.92142,0.57084,3.99073,-3.99111
2022,05,14,20:44:10.130,dark,0.000,0.000000,-0.005848,-5.486003,0.00030,-0.01648,-1.66191,0.00040,-0.01248,-1.25988,0.00030,-0.02207,-2.21713,0.00027,-0.02374,-2.38685,0.00022,-0.03324,-3.33379,-1.66905,0.00073,-0.00033,-0.04441,-0.14816,-0.00034,-0.04237,-0.10878,-0.00077,-0.08268,-0.11148,-0.14883,-10.23842,-9.95078,0.57088,3.99076,-3.99118
2022,05,14,20:44:10.380,dark,0.000,0.000000,-0.006524,-12.952355,0.00030,-0.01649,-1.66294,0.00034,-0.01238,-1.25453,0.00029,-0.02196,-2.20410,0.00031,-0.02370,-2.38214,0.00024,-0.03332,-3.34096,-1.66903,0.00072,-0.00036,-0.04434,-0.14812,-0.00034,-0.04224,-0.10881,-0.00080,-0.08256,-0.11132,-0.14878,-10.21070,-9.92367,0.57088,3.99068,-3.99116
2022,05,14,20:44:10.629,trans,0.000,0.000000,0.001790,7.850525,0.00027,-0.01665,-1.68248,0.00043,-0.01246,-1.25766,0.00035,-0.02060,-2.07109,0.00030,-0.02372,-2.38321,0.00021,-0.03321,-3.33142,-1.66902,0.00074,-0.00032,-0.04425,-0.14804,-0.00035,-0.04209,-0.10879,-0.00077,-0.08227,-0.11122,-0.14859,-10.22297,-9.93168,0.57090,3.99063,-3.99120
2022,05,14,20:44:10.879,trans,0.000,0.000000,0.011427,2.332921,0.00030,-0.01668,-1.68088,0.00043,-0.01244,-1.25714,0.00039,-0.02041,-2.04875,0.00028,-0.02366,-2.37839,0.00020,-0.03328,-3.33687,-1.66907,0.00073,-0.00039,-0.04426,-0.14806,-0.00035,-0.04220,-0.10877,-0.00079,-0.08214,-0.11140,-0.14833,-10.18591,-9.90055,0.57091,3.99068,-3.99117
2022,05,14,20:44:11.130,trans,0.000,0.000000,0.017698,1.756085,0.00035,-0.01637,-1.64973,0.00044,-0.01244,-1.26165,0.00031,-0.02005,-2.01870,0.00033,-0.02352,-2.36716,0.00017,-0.03322,-3.33132,-1.66902,0.00070,-0.00037,-0.04421,-0.14789,-0.00036,-0.04180,-0.10863,-0.00080,-0.08225,-0.11099,-0.14851,-10.22003,-9.93797,0.57090,3.99072,-3.99124
2022,05,14,20:44:11.380,trans,0.000,0.000000,0.040747,1.636758,0.00037,-0.01655,-1.67383,0.00045,-0.01252,-1.26876,0.00038,-0.02027,-2.03960,-0.00010,-0.07086,-7.18878,-0.00021,-0.07222,-7.29379,-1.66902,0.00096,-0.00033,-0.02689,-4.75745,0.00017,0.02810,-0.15131,-0.00005,-0.00510,-0.11552,-0.15478,-10.20751,-9.90901,0.57099,3.99433,-3.97590
2022,05,14,20:44:11.630,trans,0.000,0.000000,0.027781,-35.835422,-1.48377,-10.33722,-9.75578,-1.71582,-10.23902,-9.73215,-1.86727,-10.19629,-9.70582,-1.88730,-10.23484,-9.71598,-1.55435,-10.25930,-9.69620,-1.66906,0.00197,-1.82221,-10.19666,-9.64613,-0.51810,-10.08851,-9.67624,-1.48738,-10.08468,-9.70538,-9.65941,-9.64917,-9.71039,0.57087,3.98669,-3.96935
2022,05,14,20:44:11.879,trans,0.000,0.000000,-0.005723,-4.204985,-1.48147,-10.29921,-9.73645,-1.71613,-10.17393,-9.69895,-1.86987,-10.14285,-9.68169,-1.89671,-10.16808,-9.71845,-1.58626,-10.21607,-9.70571,-1.66911,0.00187,-1.81988,-10.22776,-9.66751,-0.51875,-10.11789,-9.69906,-1.48481,-10.10209,-9.69984,-9.65049,-9.64114,-9.72601,0.57085,3.98662,-3.96937
2022,05,14,20:44:12.129,trans,0.000,0.000000,-0.000483,40.327185,-1.47917,-10.33158,-9.76497,-1.71354,-10.19830,-9.72803,-1.86704,-10.18648,-9.70271,-1.89423,-10.20905,-9.71244,-1.58354,-10.17890,-9.67421,-1.66909,0.00194,-1.81779,-10.19299,-9.62150,-0.51901,-10.08367,-9.68094,-1.48280,-10.06470,-9.69652,-9.65318,-9.65568,-9.73994,0.57086,3.98664,-3.96938
2022,05,14,20:44:12.379,trans,0.000,0.000000,-0.001818,37.892121,-1.47748,-10.29567,-9.73147,-1.71247,-10.14077,-9.68667,-1.86586,-10.15139,-9.68942,-1.89221,-10.16654,-9.71428,-1.58139,-10.20780,-9.68885,-1.66913,0.00198,-1.81591,-10.24201,-9.66861,-0.51955,-10.11469,-9.69487,-1.48099,-10.09571,-9.67882,-9.63436,-9.62495,-9.70224,0.57080,3.98667,-3.96937
2022,05,14,20:44:12.630,trans,0.000,0.000000,-0.002796,35.758812,-1.47595,-10.32610,-9.76207,-1.71004,-10.21854,-9.71673,-1.86412,-10.18191,-9.70601,-1.89050,-10.18511,-9.69675,-1.57950,-10.16260,-9.68325,-1.66909,0.00196,-1.81415,-10.20916,-9.64556,-0.51917,-10.07979,-9.68016,-1.47890,-10.08833,-9.69330,-9.66535,-9.65991,-9.74416,0.57091,3.98666,-3.96932
2022,05,14,20:44:12.880,sun,0.000,0.000000,-0.001888,18.009322,-1.47387,-10.29097,-9.72429,-1.70907,-10.16946,-9.68110,-1.86306,-10.13675,-9.69113,-1.88913,-10.16873,-9.71059,-1.57862,-10.20218,-9.70810,-1.66905,0.00200,-1.81264,-10.23625,-9.67664,-0.51989,-10.10405,-9.69561,-1.47788,-10.10940,-9.68560,-9.63996,-9.63818,-9.71378,0.57085,3.98665,-3.96929
2022,05,14,20:44:13.130,sun,0.000,0.000000,-0.002781,-17.519034,-1.47388,-10.31286,-9.75496,-1.70777,-10.20571,-9.71418,-1.86265,-10.16870,-9.70491,-1.88797,-10.20082,-9.69056,-1.57741,-10.17004,-9.68221,-1.66908,0.00198,-1.81263,-10.20099,-9.64250,-0.51943,-10.06423,-9.67373,-1.47711,-10.08448,-9.69999,-9.64603,-9.65077,-9.73406,0.57087,3.98663,-3.96933
2022,05,14,20:44:13.379,sun,0.000,0.000000,-0.003741,-10.201940,-1.47259,-10.28780,-9.72161,-1.70701,-10.17895,-9.69714,-1.86208,-10.12282,-9.68419,-1.88711,-10.17941,-9.71130,-1.57708,-10.21454,-9.70914,-1.66911,0.00199,-1.81157,-10.23867,-9.67754,-0.51988,-10.10754,-9.68437,-1.47571,-10.10600,-9.69069,-9.64506,-9.62590,-9.71271,0.57092,3.98669,-3.96934
2022,05,14,20:44:13.629,sun,0.000,0.000000,-0.004120,-7.426315,-1.47148,-10.32739,-9.74133,-1.70620,-10.22213,-9.72939,-1.86003,-10.16015,-9.70192,-1.88619,-10.21267,-9.70632,-1.57532,-10.17052,-9.68107,-1.66910,0.00194,-1.80990,-10.19950,-9.64443,-0.51931,-10.08907,-9.67075,-1.47448,-10.08501,-9.70677,-9.65670,-9.63927,-9.71642,0.57087,3.98667,-3.96935
2022,05,14,20:44:13.880,sun,0.000,0.000000,-0.002336,-5.696386,-1.47023,-10.30281,-9.71285,-1.70511,-10.17704,-9.69968,-1.86033,-10.13191,-9.68198,-1.88550,-10.18088,-9.71925,-1.57485,-10.19906,-9.70344,-1.66906,0.00193,-1.80921,-10.21991,-9.67633,-0.51931,-10.10861,-9.69052,-1.47390,-10.10375,-9.69301,-9.64490,-9.63679,-9.70769,0.57085,3.98665,-3.96939
2022,05,14,20:44:14.130,sun,0.000,0.000000,-0.000938,-3.235974,-1.47076,-10.33127,-9.75107,-1.70514,-10.20240,-9.72296,-1.86011,-10.17189,-9.69164,-1.88482,-10.20451,-9.70609,-1.57465,-10.16096,-9.67644,-1.66908,0.00194,-1.80850,-10.19344,-9.63912,-0.51914,-10.07743,-9.67842,-1.47397,-10.08062,-9.70536,-9.66012,-9.66062,-9.75020,0.57087,3.98668,-3.96936
