YYYY,MM,DD,hh,mm,ss,msec,lat,lon,alt,state,elev_set,azi_set,elev_pid_out,azi_pid_out,CH1_0,CH1_2,CH1_4,CH2_0,CH2_2,CH2_4,CH3_0,CH3_2,CH3_4,CH4_0,CH4_2,CH4_4,CH5_0,CH5_2,CH5_4,Here,CH6_0,CH6_2,CH6_4,CH7_0,CH7_2,CH7_4,CH8_0,CH8_2,CH8_4,CH9_0,CH9_2,CH9_4,SPARE,5vRef_Temp,12POS_0_33,12NEG_0_33
2022,05,09,04,52,46,387,19.5364,-155.57557,3397,tr,0.000,0.000000,0.290000,215.417850,0.00036,-0.00244,-0.23187,0.00032,-0.00998,-0.99220,0.00027,-0.01218,-1.21174,0.00037,-0.01195,-1.19044,0.00041,-0.00803,-0.79386,-1.66949,0.00082,0.00113,0.12771,-0.29609,0.00282,0.30179,0.03064,0.00007,0.02496,0.20050,-0.07387,-7.36389,-7.93194,0.56985,3.99016,-3.98456
2022,05,09,04,53,05,787,19.5364,-155.57557,3397,tr,0.000,0.000000,0.291208,215.462729,0.00063,-0.00205,-0.21895,0.00053,-0.00933,-0.94791,0.00061,-0.01204,-1.21241,0.00059,-0.01167,-1.17946,0.00068,-0.00773,-0.78540,-1.66931,0.00101,0.00134,0.13020,-0.29731,0.00294,0.30352,0.02966,0.00015,0.02614,0.19926,-0.07527,-7.51138,-8.07358,0.56966,3.99031,-3.98439
2022,05,09,04,53,05,900,19.5364,-155.57557,3397,tr,0.000,0.000000,0.340847,178.757151,0.00045,-0.00200,-0.20580,0.00043,-0.00945,-0.94251,0.00042,-0.01208,-1.20286,0.00048,-0.01189,-1.18542,0.00047,-0.00785,-0.78279,-1.66947,0.00086,0.00113,0.12789,-0.29731,0.00284,0.30146,0.02946,0.00009,0.02423,0.19904,-0.07539,-7.51772,-8.10492,0.56966,3.99034,-3.98444
2022,05,09,04,53,06,137,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.428024,152.244603,0.00040,-0.00224,-0.21599,0.00036,-0.00938,-0.93467,0.00037,-0.01207,-1.19716,0.00036,-0.01198,-1.19022,0.00041,-0.00801,-0.79314,-1.66941,0.00088,0.00125,0.12778,-0.29718,0.00286,0.30167,0.02959,0.00010,0.02463,0.19922,-0.07535,-7.51777,-8.09159,0.56977,3.99043,-3.98435
2022,05,09,04,53,06,387,19.5364,-155.57557,3397,tr,0.000,0.000000,0.328545,96.959567,0.00047,-0.00213,-0.21222,0.00044,-0.00901,-0.89935,0.00038,-0.01188,-1.18742,0.00040,-0.01192,-1.19030,0.00049,-0.00783,-0.78532,-1.66942,0.00085,0.00121,0.12777,-0.29732,0.00286,0.30155,0.02955,0.00012,0.02454,0.19904,-0.07531,-7.51178,-8.07456,0.56961,3.99034,-3.98448
2022,05,09,04,53,06,636,19.5364,-155.57557,3397,tr,0.000,0.000000,0.448537,86.606432,0.00046,-0.00213,-0.21254,0.00041,-0.00886,-0.88440,0.00034,-0.01204,-1.19400,0.00036,-0.01194,-1.18748,0.00026,-0.00804,-0.79074,-1.66964,0.00074,0.00100,0.12545,-0.29736,0.00271,0.29869,0.02925,-0.00007,0.02190,0.19891,-0.07539,-7.51071,-8.05891,0.56956,3.99019,-3.98452
2022,05,09,04,53,06,886,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.593316,19.426089,0.00010,-0.00242,-0.22290,0.00014,-0.00913,-0.88799,0.00014,-0.01229,-1.20059,0.00013,-0.01214,-1.19089,0.00025,-0.00816,-0.79733,-1.66960,0.00069,0.00101,0.12443,-0.29734,0.00271,0.29851,0.02935,-0.00008,0.02177,0.19896,-0.07542,-7.51336,-8.05679,0.56955,3.99026,-3.98454
2022,05,09,04,53,07,137,19.5364,-155.57557,3397,tr,0.000,0.000000,0.101782,-4.168498,0.00004,-0.00277,-0.24298,0.00003,-0.00918,-0.88691,-0.00001,-0.01227,-1.19328,0.00002,-0.01232,-1.19834,0.00001,-0.00845,-0.80146,-1.66975,0.00048,0.00085,0.12108,-0.29735,0.00250,0.29490,0.02905,-0.00027,0.01811,0.19886,-0.07575,-7.52605,-8.05028,0.56929,3.99003,-3.98474
2022,05,09,04,53,07,387,19.5364,-155.57557,3397,tr,0.000,0.000000,0.439174,-4.173723,0.00012,-0.00244,-0.21285,0.00011,-0.00918,-0.88476,-0.00000,-0.01229,-1.19585,0.00002,-0.01224,-1.19297,0.00008,-0.00832,-0.79868,-1.66971,0.00049,0.00087,0.12203,-0.29750,0.00255,0.29599,0.02925,-0.00023,0.01870,0.19893,-0.07563,-7.52137,-8.02981,0.56928,3.99005,-3.98477
2022,05,09,04,53,07,637,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.490119,-2.848638,-0.00008,-0.00269,-0.23610,0.00008,-0.00917,-0.89250,0.00002,-0.01230,-1.19636,0.00006,-0.01232,-1.19941,0.00002,-0.00826,-0.78927,-1.66974,0.00054,0.00084,0.12188,-0.29745,0.00268,0.29670,0.02919,-0.00012,0.02034,0.19905,-0.07549,-7.51977,-8.01515,0.56943,3.99017,-3.98466
