YYYY,MM,DD,hh,mm,ss,msec,lat,lon,alt,state,elev_set,azi_set,elev_pid_out,azi_pid_out,CH1_0,CH1_2,CH1_4,CH2_0,CH2_2,CH2_4,CH3_0,CH3_2,CH3_4,CH4_0,CH4_2,CH4_4,CH5_0,CH5_2,CH5_4,Here,CH6_0,CH6_2,CH6_4,CH7_0,CH7_2,CH7_4,CH8_0,CH8_2,CH8_4,CH9_0,CH9_2,CH9_4,SPARE,5vRef_Temp,12POS_0_33,12NEG_0_33
2022,05,09,04,35,40,417,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,0.00002,-0.00600,-0.55940,0.00002,-0.01097,-1.06803,0.00000,-0.01044,-1.00540,0.00004,-0.01137,-1.10105,0.00009,-0.00899,-0.86091,-1.66897,0.00045,0.00031,0.07737,-0.33073,0.00205,0.25453,-0.01587,-0.00058,-0.01273,0.15756,-0.10734,-10.56987,-10.42206,0.58761,3.98839,-3.98321
2022,05,09,04,35,41,686,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00005,-0.00594,-0.55339,0.00002,-0.01098,-1.06109,-0.00007,-0.01046,-1.01599,0.00002,-0.01129,-1.09532,0.00005,-0.00893,-0.85423,-1.66899,0.00047,0.00034,0.07752,-0.33082,0.00208,0.25445,-0.01572,-0.00063,-0.01265,0.15748,-0.10732,-10.57752,-10.41868,0.58754,3.98843,-3.98324
2022,05,09,04,35,41,886,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00007,-0.00595,-0.55165,-0.00002,-0.01089,-1.05539,0.00005,-0.01061,-1.01900,0.00002,-0.01137,-1.10040,0.00005,-0.00890,-0.85291,-1.66899,0.00045,0.00035,0.07735,-0.33077,0.00211,0.25467,-0.01607,-0.00059,-0.01267,0.15768,-0.10740,-10.57901,-10.42726,0.58751,3.98846,-3.98317
2022,05,09,04,35,42,138,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00003,-0.00619,-0.58334,0.00001,-0.01090,-1.05491,-0.00004,-0.01050,-1.01593,-0.00001,-0.01137,-1.09832,0.00002,-0.00893,-0.85420,-1.66899,0.00047,0.00027,0.07720,-0.33083,0.00200,0.25445,-0.01594,-0.00062,-0.01273,0.15774,-0.10738,-10.57963,-10.44616,0.58753,3.98845,-3.98317
2022,05,09,04,35,42,387,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00005,-0.00595,-0.55273,-0.00002,-0.01105,-1.06408,-0.00003,-0.01055,-1.01522,-0.00001,-0.01132,-1.09631,0.00000,-0.00901,-0.86102,-1.66897,0.00046,0.00034,0.07721,-0.33090,0.00207,0.25473,-0.01607,-0.00060,-0.01282,0.15776,-0.10750,-10.57357,-10.40676,0.58749,3.98841,-3.98318
2022,05,09,04,35,42,637,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00000,-0.00615,-0.57871,0.00001,-0.01092,-1.06217,0.00004,-0.01044,-1.01161,-0.00001,-0.01139,-1.09759,0.00002,-0.00898,-0.86199,-1.66899,0.00046,0.00029,0.07716,-0.33106,0.00208,0.25432,-0.01586,-0.00058,-0.01291,0.15768,-0.10750,-10.57962,-10.43604,0.58753,3.98841,-3.98319
2022,05,09,04,35,42,886,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00006,-0.00615,-0.57971,-0.00001,-0.01102,-1.06350,0.00001,-0.01060,-1.01970,-0.00003,-0.01141,-1.10554,0.00006,-0.00907,-0.86709,-1.66896,0.00050,0.00032,0.07737,-0.33141,0.00206,0.25441,-0.01590,-0.00058,-0.01265,0.15734,-0.10740,-10.57841,-10.42332,0.58755,3.98842,-3.98328
2022,05,09,04,35,43,137,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00003,-0.00599,-0.56095,0.00002,-0.01097,-1.06117,-0.00000,-0.01041,-1.00526,0.00002,-0.01139,-1.10065,0.00010,-0.00899,-0.85950,-1.66901,0.00048,0.00035,0.07713,-0.33125,0.00205,0.25423,-0.01597,-0.00057,-0.01281,0.15745,-0.10741,-10.57972,-10.45009,0.58753,3.98845,-3.98320
2022,05,09,04,35,43,387,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00002,-0.00602,-0.56052,-0.00001,-0.01099,-1.06012,-0.00003,-0.01053,-1.01482,0.00007,-0.01144,-1.10297,0.00002,-0.00887,-0.85103,-1.66901,0.00048,0.00033,0.07730,-0.33105,0.00204,0.25444,-0.01601,-0.00058,-0.01274,0.15763,-0.10746,-10.57864,-10.42539,0.58750,3.98844,-3.98323
2022,05,09,04,35,43,637,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00003,-0.00603,-0.56438,0.00001,-0.01096,-1.05885,0.00001,-0.01041,-1.00647,0.00000,-0.01137,-1.10167,0.00004,-0.00894,-0.85643,-1.66901,0.00044,0.00034,0.07708,-0.33105,0.00208,0.25447,-0.01588,-0.00058,-0.01290,0.15763,-0.10757,-10.57972,-10.45497,0.58753,3.98844,-3.98319
