Instrument: 905
Site: NASA_Ames
2025/JUL/10 -> 2025/JUL/18
Date	Time	JDay	Type	V1_1020	V1_1640	V1_870	V1_675	V1_440	V1_500	V1_1020(InGaAs)	V1_935	V1_380	V1_340	V2_1020	V2_1640	V2_870	V2_675	V2_440	V2_500	V2_1020(InGaAs)	V2_935	V2_380	V2_340	V3_1020	V3_1640	V3_870	V3_675	V3_440	V3_500	V3_1020(InGaAs)	V3_935	V3_380	V3_340	Temperature	offset(sec)	Level	Zenith	AirMass	AOD_1020	AOD_1640	AOD_870	AOD_675	AOD_440	AOD_500	AOD_1020(InGaAs)	Water_Vapor	AOD_380	AOD_340	Alpha
JUL/10/2025	09:00:16	191.375185	moon	1095.284362	2934.245997	1648.565218	1584.651022	334.423394	850.359928	1267.725555	326.550611	88.000000	14.000000	1407.780748	3974.687810	2187.096522	2184.761459	658.864000	910.244430	1214.820472	294.496564	54.000000	3.000000	1115.911186	2914.237501	1550.650435	1559.688025	618.932848	1297.497542	2200.052852	535.903611	78.000000	13.000000	15.0
JUL/10/2025	09:05:16	191.378657	moon	4261.501869	12548.328518	6679.186958	6438.456073	1884.750351	3311.612958	5329.438375	1182.994700	153.000000	6.000000	2501.002428	6445.737116	3454.993044	3286.128867	958.347636	1657.802629	2487.537072	538.908678	89.000000	17.000000	1467.598538	4274.815256	2585.749566	2529.250812	724.750400	1264.561066	2055.312533	498.841118	80.000000	6.000000	15.0
JUL/10/2025	09:10:16	191.382130	moon	684.810562	1510.641478	739.356522	622.077874	167.710836	242.532233	282.493175	56.094584	3.000000	2.000000	37.128283	108.045881	63.944348	63.905271	31.944921	50.901827	34.937318	6.010134	4.000000	7.000000	138.199722	423.179699	309.730435	330.510074	112.805503	205.603457	349.373184	84.141875	28.000000	1.000000	15.0
JUL/10/2025	09:15:16	191.385602	moon	0.000000	29.012379	21.981089	38.942910	18.967590	35.931410	20.963008	18.030021	8.000000	9.000000	10.310087	13.005549	11.989685	7.988289	4.991471	15.969516	18.966531	18.030021	9.000000	5.000000	2.062017	9.003842	11.989685	34.948765	20.964179	0.000000	4.991192	0.000000	11.000000	1.000000	15.1
JUL/10/2025	09:30:16	191.396019	moon	4416.449390	12462.341359	6722.283632	6329.823659	1806.940592	3113.118844	5323.761060	1141.877325	137.000000	50.000000	1131.682948	2195.941180	783.333883	547.206715	118.798857	179.660594	184.679504	30.049403	5.000000	2.000000	18.552179	5.002144	2.997451	44.934858	8.984787	14.971716	16.970549	1.001647	0.000000	0.000000	15.2
JUL/10/2025	13:45:45	191.573438	sun	0.000000	3.001309	0.000000	0.000000	0.000000	0.000000	2.995229	0.000000	0.000000	0.000000	0.000000	4.001746	0.000000	0.000000	0.000000	0.000000	2.995229	0.000000	0.000000	0.000000	0.000000	4.001746	0.999200	0.000000	0.000000	0.000000	3.993639	0.000000	0.000000	0.000000	15.7
JUL/10/2025	13:48:23	191.575266	sun	0.000000	4.001750	0.999210	0.998649	0.000000	0.000000	3.993750	0.000000	0.000000	0.000000	0.000000	4.001750	1.998419	0.000000	0.000000	0.000000	2.995313	0.000000	0.000000	0.000000	0.000000	3.001313	0.000000	0.998649	0.000000	0.000000	3.993750	0.000000	0.000000	0.000000	15.8
JUL/10/2025	13:53:15	191.578646	sun	1.028693	4.001750	0.999210	1.997299	0.000000	0.998232	3.993750	0.000000	0.000000	0.000000	0.000000	5.002188	0.999210	2.995948	0.000000	0.998232	3.993750	0.000000	0.000000	0.000000	0.000000	4.001750	0.999210	2.995948	0.000000	0.998232	4.992188	0.000000	0.000000	0.000000	15.8
JUL/10/2025	13:57:59	191.581933	sun	0.000000	5.002193	2.997658	1.997331	0.998419	0.998252	4.992325	0.000000	0.000000	0.000000	0.000000	5.002193	3.996877	2.995996	0.000000	0.000000	4.992325	0.000000	0.000000	0.000000	0.000000	6.002632	2.997658	0.998665	0.000000	0.998252	4.992325	0.000000	0.000000	0.000000	15.9
JUL/10/2025	14:03:23	191.585683	sun	1.028363	7.003071	4.996096	3.994661	1.996838	2.994756	5.990790	0.000000	0.000000	0.000000	2.056727	7.003071	4.996096	5.991992	0.998419	4.991260	4.992325	0.000000	0.000000	0.000000	1.028363	8.003509	3.996877	4.993327	1.996838	3.993008	5.990790	0.000000	0.000000	0.000000	15.9
JUL/10/2025	14:08:23	191.589155	sun	1.028034	10.004396	5.995374	8.988132	1.996870	5.989629	9.984923	0.000000	0.000000	0.000000	1.028034	10.004396	5.995374	6.990769	2.995305	3.993086	6.989446	0.000000	0.000000	0.000000	2.056069	7.003077	4.996145	6.990769	2.995305	4.991358	6.989446	0.000000	0.000000	0.000000	16.0
JUL/10/2025	14:10:36	191.590694	sun	2.055412	10.004403	8.993149	9.986973	3.993803	6.988038	9.985194	0.000000	0.000000	0.000000	2.055412	11.004844	9.992388	10.985671	4.992253	7.986329	9.985194	0.000000	0.000000	0.000000	4.110824	14.006165	9.992388	11.984368	4.992253	8.984620	8.986675	0.000000	0.000000	0.000000	16.1
JUL/10/2025	14:13:23	191.592627	sun	8.219023	16.007056	17.986472	19.974266	9.984665	14.974661	13.979647	0.000000	0.000000	0.000000	6.164267	15.006615	10.991733	14.980699	4.992333	7.986486	10.984008	0.000000	0.000000	0.000000	6.164267	15.006615	10.991733	13.981986	3.993866	8.984797	10.984008	0.000000	0.000000	0.000000	16.2
JUL/10/2025	14:18:23	191.596100	sun	8.216401	18.007947	18.985904	23.969501	13.978753	18.968277	15.977165	0.000000	0.000000	0.000000	7.189351	16.007064	16.987388	18.975855	9.984824	14.974955	13.980019	0.000000	0.000000	0.000000	9.243451	18.007947	18.985904	23.969501	12.980271	19.966607	14.978592	0.000000	0.000000	0.000000	16.3
JUL/10/2025	14:23:23	191.599572	sun	10.267229	20.008838	18.986087	25.967373	15.975973	22.962048	16.976186	0.000000	0.000000	0.000000	10.267229	20.008838	20.984623	27.964863	15.975973	23.960398	16.976186	0.000000	0.000000	0.000000	11.293952	20.008838	23.982426	29.962353	17.972969	26.955448	18.973385	0.000000	0.000000	0.000000	16.4
JUL/10/2025	14:27:57	191.602743	sun	40.016710	55.024326	76.945095	98.878904	45.932390	67.890455	49.932561	5.006805	2.000000	0.000000	29.756015	46.020345	56.959356	67.916823	29.955907	48.921063	42.942003	4.005444	0.000000	0.000000	25.651737	44.019461	46.966487	53.933948	25.961786	37.938784	34.952793	2.002722	0.000000	0.000000	16.6
JUL/10/2025	14:33:04	191.606296	sun	96.450531	131.057939	170.878069	203.750470	86.872129	138.776078	115.843542	16.021775	6.000000	0.000000	64.642377	116.051305	116.916574	132.837316	54.919162	84.863069	87.881308	12.016331	3.000000	0.000000	40.016710	67.029633	68.950800	78.903368	33.950028	52.914620	50.931212	6.008166	1.000000	0.000000	16.6
JUL/10/2025	14:38:23	191.609988	sun	115.872196	226.099932	195.863986	208.750954	83.879232	129.795658	146.809243	21.027751	5.000000	0.000000	115.872196	246.108776	193.865374	208.750954	83.879232	134.787799	148.806648	21.027751	6.000000	0.000000	93.313007	192.084898	161.887581	176.789086	72.895047	114.819236	123.839090	17.022465	4.000000	0.000000	16.8
JUL/10/2025	14:43:23	191.613461	sun	154.788944	286.126394	282.806305	312.631956	127.818033	208.675564	261.666617	51.066396	11.000000	0.000000	105.584512	228.100761	184.873379	203.760124	89.872054	139.782674	160.795135	29.037755	8.000000	0.000000	83.032480	176.077781	140.903495	158.813038	71.897643	107.832349	103.867665	18.023434	5.000000	0.000000	16.9
JUL/10/2025	14:45:17	191.614780	sun	513.408479	575.253899	1164.213683	2026.646066	1625.711851	2393.325873	1111.611560	233.298793	238.000000	18.000000	12853.657782	23750.482737	21137.723456	30563.500732	16866.261156	25952.159408	24871.934119	6102.816074	2683.000000	233.000000	39996.672505	81410.932295	64927.147818	65960.387523	29561.393072	48742.173199	50117.401681	9411.053040	3138.000000	246.000000	17.0
JUL/10/2025	14:56:05	191.622280	sun	331.187005	528.229161	548.670601	563.415981	224.713074	354.511187	409.567056	87.098257	22.000000	0.000000	242.257161	381.165361	393.763601	404.580624	165.788312	246.659897	239.746569	47.053081	14.000000	0.000000	143.105496	333.144528	241.854800	265.724558	115.852074	172.761790	181.807815	34.038399	9.000000	0.000000	17.8
JUL/10/2025	15:05:50	191.629051	sun	303328.510465	627211.017766	408611.059589	425490.225641	187855.402582	303591.452820	350134.557197	86371.622035	24229.000000	1999.000000	296433.036409	653356.815131	483548.924032	513603.407932	229756.874568	356617.653223	401682.355719	93399.263225	25657.000000	2213.000000	337461.463682	730078.498693	535788.339618	563150.649974	241937.349189	369199.752085	419902.086022	97691.319261	26665.000000	2296.000000	18.8	30	L1	66.603011	2.505681	0.156844	0.112097	0.191201	0.222557	0.265136	0.241826	0.152255	1.599629	0.248080	0.245283	0.447779
JUL/10/2025	15:21:57	191.640243	sun	376608.294731	769025.788573	606868.770184	668407.238628	306132.843466	455116.298763	465487.359449	122460.438077	35525.000000	3245.000000	368650.894128	737671.769722	585770.817143	636587.030277	288874.370390	439877.690888	464301.143419	124319.902412	36179.000000	3333.000000	403979.070195	816250.891244	651498.632569	715171.273629	325102.677722	487504.584191	499667.769619	130324.631160	36989.000000	3384.000000	19.7	30	L1	63.454522	2.229174	0.085683	0.062700	0.099863	0.121678	0.177290	0.157589	0.082179	1.720176	0.177587	0.173157	0.843376
JUL/10/2025	15:24:00	191.641667	sun	405110.758407	817434.133345	654993.877017	719329.881922	326818.640706	489828.695817	500370.573604	131090.996360	37344.000000	3437.000000	405891.929305	817705.236201	653588.467344	716759.765279	325042.311270	487511.991122	499844.911277	131167.054958	37206.000000	3429.000000	404739.981582	816451.760634	650601.721894	713289.308396	324061.233932	485120.360661	498485.784349	131089.995589	37156.000000	3437.000000	19.8	30	L1.5V	63.052556	2.198633	0.061016	0.038831	0.073532	0.095449	0.155903	0.135977	0.061621	1.777385	0.173879		1.114554
