YYYY,MM,DD,hh,mm,ss,msec,lat,lon,alt,state,elev_set,azi_set,elev_pid_out,azi_pid_out,CH1_0,CH1_2,CH1_4,CH2_0,CH2_2,CH2_4,CH3_0,CH3_2,CH3_4,CH4_0,CH4_2,CH4_4,CH5_0,CH5_2,CH5_4,Here,CH6_0,CH6_2,CH6_4,CH7_0,CH7_2,CH7_4,CH8_0,CH8_2,CH8_4,CH9_0,CH9_2,CH9_4,SPARE,5vRef_Temp,12POS_0_33,12NEG_0_33
2022,05,09,15,47,45,250,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00090,-0.01437,-1.33633,-0.00092,-0.01784,-1.67896,-0.00085,-0.00779,-0.67152,-0.00077,-0.01106,-1.00713,-0.00076,-0.01300,-1.19275,-1.66828,-0.00026,0.00009,0.12112,-0.24326,0.00190,0.30113,0.03239,-0.00069,0.04554,0.20962,-0.04367,-4.25523,-5.10765,0.61490,3.98536,-3.98063
2022,05,09,16,01,57,32,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00039,-0.01254,-1.20905,-0.00034,-0.01528,-1.48223,-0.00021,-0.00853,-0.80769,-0.00027,-0.01204,-1.16021,-0.00023,-0.01241,-1.19263,-1.66778,0.00008,0.00130,0.17641,-0.16088,0.00297,0.34522,0.11595,0.00040,0.08662,0.28161,0.02554,2.60686,1.60438,0.61662,3.98398,-3.98346
2022,05,09,16,01,57,147,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00031,-0.01250,-1.20295,-0.00035,-0.01520,-1.47742,-0.00020,-0.00848,-0.80626,-0.00025,-0.01208,-1.16159,-0.00025,-0.01238,-1.18599,-1.66776,0.00009,0.00125,0.17634,-0.16087,0.00293,0.34516,0.11590,0.00032,0.08662,0.28143,0.02553,2.61218,1.47439,0.61661,3.98396,-3.98349
2022,05,09,16,01,57,383,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00038,-0.01248,-1.19976,-0.00032,-0.01528,-1.47803,-0.00027,-0.00866,-0.81209,-0.00034,-0.01203,-1.15364,-0.00031,-0.01238,-1.18646,-1.66785,0.00000,0.00123,0.17630,-0.16108,0.00293,0.34534,0.11598,0.00034,0.08668,0.28148,0.02558,2.61485,1.48728,0.61659,3.98396,-3.98345
2022,05,09,16,01,57,633,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00041,-0.01264,-1.21275,-0.00034,-0.01525,-1.48109,-0.00029,-0.00861,-0.81119,-0.00030,-0.01197,-1.14998,-0.00026,-0.01235,-1.18597,-1.66779,0.00008,0.00126,0.17658,-0.16105,0.00290,0.34526,0.11614,0.00028,0.08669,0.28145,0.02561,2.61274,1.49414,0.61661,3.98395,-3.98350
2022,05,09,16,01,57,883,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00039,-0.01272,-1.22280,-0.00037,-0.01531,-1.48486,-0.00032,-0.00863,-0.81811,-0.00032,-0.01206,-1.15208,-0.00031,-0.01228,-1.17504,-1.66781,0.00003,0.00122,0.17650,-0.16108,0.00284,0.34516,0.11630,0.00032,0.08660,0.28153,0.02559,2.61967,1.53502,0.61656,3.98394,-3.98347
2022,05,09,16,01,58,133,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00029,-0.01249,-1.20572,-0.00023,-0.01520,-1.48424,-0.00017,-0.00839,-0.80068,-0.00021,-0.01195,-1.15574,-0.00016,-0.01222,-1.17905,-1.66778,0.00009,0.00135,0.17762,-0.16090,0.00295,0.34610,0.11650,0.00043,0.08769,0.28181,0.02589,2.63620,1.56351,0.61666,3.98405,-3.98342
2022,05,09,16,01,58,382,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00030,-0.01254,-1.21032,-0.00022,-0.01520,-1.47891,-0.00019,-0.00846,-0.80509,-0.00021,-0.01195,-1.15724,-0.00021,-0.01228,-1.18543,-1.66769,0.00013,0.00134,0.17726,-0.16051,0.00304,0.34639,0.11639,0.00048,0.08764,0.28203,0.02590,2.64208,1.59501,0.61670,3.98403,-3.98345
2022,05,09,16,01,58,633,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00029,-0.01262,-1.21748,-0.00022,-0.01519,-1.48514,-0.00014,-0.00844,-0.80037,-0.00017,-0.01194,-1.15446,-0.00014,-0.01219,-1.17768,-1.66771,0.00016,0.00133,0.17760,-0.16057,0.00302,0.34615,0.11653,0.00047,0.08764,0.28183,0.02596,2.64851,1.61924,0.61664,3.98401,-3.98340
2022,05,09,16,01,58,883,19.5364,-155.57557,3397,tr,0.000,0.000000,-0.000000,0.000000,-0.00019,-0.01248,-1.20645,-0.00023,-0.01516,-1.47595,-0.00017,-0.00846,-0.80704,-0.00021,-0.01201,-1.15809,-0.00017,-0.01223,-1.18509,-1.66773,0.00008,0.00135,0.17763,-0.16075,0.00304,0.34637,0.11661,0.00041,0.08795,0.28196,0.02610,2.66205,1.65071,0.61673,3.98397,-3.98342
