%Mission: 
%Operator: 
%Time: 2022,05,08,06:13:28.303
%File: C:\Users\pop\Documents\5STARG_Data\5STARG_20220508_061328_RADIOMETERS.dat
%Notes: 
YYYY,MM,DD,hh:mm:ss,CH1_0,CH1_2,CH1_4,CH2_0,CH2_2,CH2_4,CH3_0,CH3_2,CH3_4,CH4_0,CH4_2,CH4_4,CH5_0,CH5_2,CH5_4,Here,CH6_0,CH6_2,CH6_4,CH7_0,CH7_2,CH7_4,CH8_0,CH8_2,CH8_4,CH9_0,CH9_2,CH9_4,SPARE,5vRef_Temp,12POS_0_33,12NEG_0_33
2022,05,08,06:13:28.384,-0.00210,-0.00800,-0.71004,-0.00215,-0.01299,-1.20994,-0.00208,-0.01236,-1.14550,-0.00207,-0.01356,-1.26885,-0.00203,-0.01197,-1.10484,-1.66969,-0.00225,0.11549,10.12169,4.98688,0.15178,10.12169,10.12169,0.07719,7.77615,10.12169,7.92329,10.12169,9.85799,0.58195,3.97063,-3.99847
0.000,0.000000,0.083920,-300.0000002022,05,08,06:13:36.533,-0.00428,-0.01056,-0.80711,-0.00429,-0.01525,-1.27125,-0.00423,-0.01500,-1.24821,-0.00429,-0.01578,-1.32194,-0.00432,-0.01422,-1.15429,-1.67167,-0.00455,0.11301,10.12169,4.99218,0.14953,10.12169,10.12169,0.07484,7.74681,10.12169,7.93106,10.12169,9.87814,0.57954,3.96815,-4.00099
0.000,0.000000,0.084270,-300.0000002022,05,08,06:13:36.646,-0.00519,-0.01141,-0.81752,-0.00519,-0.01614,-1.29219,-0.00486,-0.01567,-1.27304,-0.00481,-0.01613,-1.33133,-0.00459,-0.01444,-1.16774,-1.67140,-0.00424,0.11361,10.12169,4.99524,0.15026,10.12169,10.12169,0.07554,7.75697,10.12169,7.93191,10.12169,9.73951,0.58064,3.96933,-3.99985
0.000,0.000000,0.091552,-300.0000002022,05,08,06:13:36.884,-0.00308,-0.00949,-0.76409,-0.00349,-0.01436,-1.23997,-0.00332,-0.01348,-1.19503,-0.00255,-0.01389,-1.28117,-0.00251,-0.01245,-1.11941,-1.67022,-0.00268,0.11516,10.12169,4.99462,0.15146,10.12169,10.12169,0.07653,7.77237,10.12169,7.92971,10.12169,9.76888,0.58147,3.97040,-3.99872
0.000,0.000000,-0.025491,300.0000002022,05,08,06:13:37.134,-0.00366,-0.00992,-0.77732,-0.00328,-0.01399,-1.24326,-0.00279,-0.01341,-1.19334,-0.00331,-0.01467,-1.29027,-0.00344,-0.01312,-1.13427,-1.67032,-0.00280,0.11527,10.12169,4.99439,0.15131,10.12169,10.12169,0.07661,7.77228,10.12169,7.92980,10.12169,9.77308,0.58185,3.97025,-3.99889
0.000,0.000000,0.017023,300.0000002022,05,08,06:13:37.384,-0.00248,-0.00845,-0.74326,-0.00222,-0.01298,-1.20968,-0.00261,-0.01292,-1.16290,-0.00285,-0.01446,-1.29008,-0.00276,-0.01265,-1.12507,-1.67000,-0.00250,0.11550,10.12169,4.99247,0.15179,10.12169,10.12169,0.07699,7.77876,10.12169,7.93007,10.12169,9.80840,0.58120,3.96995,-3.99934
0.000,0.000000,0.006618,300.0000002022,05,08,06:13:37.633,-0.00208,-0.00822,-0.74137,-0.00200,-0.01295,-1.20684,-0.00246,-0.01272,-1.14603,-0.00265,-0.01396,-1.27178,-0.00230,-0.01210,-1.11822,-1.66967,-0.00283,0.11485,10.12169,4.99370,0.15129,10.12169,10.12169,0.07732,7.78118,10.12169,7.93367,10.12169,9.82259,0.58159,3.97040,-3.99882
0.000,0.000000,0.009080,299.1097132022,05,08,06:13:37.883,-0.00243,-0.00869,-0.75819,-0.00273,-0.01372,-1.22243,-0.00290,-0.01328,-1.17410,-0.00284,-0.01420,-1.27847,-0.00282,-0.01255,-1.12274,-1.67062,-0.00336,0.11448,10.12169,4.99319,0.15131,10.12169,10.12169,0.07689,7.77617,10.12169,7.93383,10.12169,9.85119,0.58158,3.97032,-3.99873
0.000,0.000000,0.003791,-300.0000002022,05,08,06:13:38.133,-0.00299,-0.00917,-0.75273,-0.00289,-0.01362,-1.22021,-0.00230,-0.01261,-1.16643,-0.00205,-0.01359,-1.26648,-0.00259,-0.01242,-1.11212,-1.67007,-0.00245,0.11558,10.12169,4.99500,0.15177,10.12169,10.12169,0.07654,7.77912,10.12169,7.93420,10.12169,9.86160,0.58183,3.97075,-3.99851
0.000,0.000000,-0.011269,-300.0000002022,05,08,06:13:38.384,-0.00302,-0.00898,-0.74671,-0.00249,-0.01311,-1.21734,-0.00212,-0.01258,-1.14882,-0.00276,-0.01429,-1.27415,-0.00261,-0.01229,-1.11850,-1.66923,-0.00199,0.11570,10.12169,4.99190,0.15128,10.12169,10.12169,0.07650,7.79034,10.12169,7.94763,10.12169,9.88299,0.58161,3.96965,-3.99972
0.000,0.000000,0.000998,-300.0000002022,05,08,06:13:38.634,-0.00259,-0.00841,-0.74508,-0.00227,-0.01340,-1.21511,-0.00318,-0.01343,-1.17886,-0.00306,-0.01446,-1.27970,-0.00221,-0.01175,-1.11467,-1.67005,-0.00291,0.11457,10.12169,4.99599,0.15108,10.12169,10.12169,0.07717,7.79108,10.12169,7.94807,10.12169,9.90091,0.58087,3.96952,-3.99976
0.000,0.000000,0.006410,-300.0000002022,05,08,06:13:38.884,-0.00231,-0.00874,-0.75674,-0.00299,-0.01373,-1.22556,-0.00284,-0.01287,-1.17059,-0.00197,-0.01353,-1.26808,-0.00266,-0.01297,-1.12140,-1.67076,-0.00333,0.11453,10.12169,4.99552,0.15160,10.12169,10.12169,0.07726,7.79404,10.12169,7.94687,10.12169,9.91090,0.58141,3.97035,-3.99856
0.000,0.000000,0.007408,300.0000002022,05,08,06:13:39.133,-0.00358,-0.00995,-0.77541,-0.00382,-0.01445,-1.24191,-0.00270,-0.01299,-1.18353,-0.00276,-0.01465,-1.29317,-0.00366,-0.01344,-1.12496,-1.67064,-0.00296,0.11502,10.12169,4.99490,0.15192,10.12169,10.12169,0.07670,7.79093,10.12169,7.94696,10.12169,9.91985,0.58205,3.97069,-3.99867
0.000,0.000000,-0.004079,300.0000002022,05,08,06:13:39.383,-0.00297,-0.00893,-0.75730,-0.00242,-0.01311,-1.21801,-0.00305,-0.01368,-1.18882,-0.00410,-0.01568,-1.30411,-0.00381,-0.01336,-1.14242,-1.67011,-0.00263,0.11525,10.12169,4.99459,0.15071,10.12169,10.12169,0.07648,7.78474,10.12169,7.94783,10.12169,9.92927,0.58124,3.96985,-3.99923
