%Mission: MLO2022
%Operator: 
%Time: 2022,05,08,06:27:23.111
%File: C:\Users\pop\Documents\5STARG_Data\5STARG_20220508_062723_RADIOMETERS.dat
%Notes: 
YYYY,MM,DD,hh:mm:ss,CH1_0,CH1_2,CH1_4,CH2_0,CH2_2,CH2_4,CH3_0,CH3_2,CH3_4,CH4_0,CH4_2,CH4_4,CH5_0,CH5_2,CH5_4,Here,CH6_0,CH6_2,CH6_4,CH7_0,CH7_2,CH7_4,CH8_0,CH8_2,CH8_4,CH9_0,CH9_2,CH9_4,SPARE,5vRef_Temp,12POS_0_33,12NEG_0_33
2022,05,08,06:27:23.134,-0.00595,-0.01127,-0.74996,-0.00589,-0.01648,-1.27781,-0.00599,-0.01748,-1.37405,-0.00587,-0.01768,-1.40076,-0.00603,-0.01532,-1.14888,-1.67281,-0.00580,0.12161,10.12169,5.38039,0.16074,10.12169,10.12169,0.08029,8.37721,10.12169,8.57861,10.12169,9.83351,0.57570,3.96852,-4.00264
,tracking,0.000,0.000000,1.000000,-300.0000002022,05,08,06:27:39.733,-0.00626,-0.01146,-0.76791,-0.00610,-0.01651,-1.27059,-0.00610,-0.01784,-1.40001,-0.00583,-0.01756,-1.38804,-0.00562,-0.01495,-1.14698,-1.67250,-0.00514,0.12280,10.12169,5.38676,0.16178,10.12169,10.12169,0.08144,8.39411,10.12169,8.58108,10.12169,9.86748,0.57672,3.96958,-4.00108
,tracking,0.000,0.000000,0.997801,-300.0000002022,05,08,06:27:39.883,-0.00396,-0.00894,-0.67911,-0.00405,-0.01442,-1.21327,-0.00357,-0.01467,-1.29321,-0.00329,-0.01511,-1.32551,-0.00367,-0.01334,-1.10805,-1.67125,-0.00382,0.12400,10.12169,5.38872,0.16277,10.12169,10.12169,0.08231,8.41151,10.12169,8.58287,10.12169,9.75142,0.57702,3.96998,-4.00115
,tracking,0.000,0.000000,0.162298,-240.1576342022,05,08,06:27:40.134,-0.00471,-0.00984,-0.70736,-0.00470,-0.01531,-1.23946,-0.00484,-0.01641,-1.34537,-0.00486,-0.01649,-1.36249,-0.00433,-0.01346,-1.12348,-1.67129,-0.00392,0.12387,10.12169,5.38820,0.16285,10.12169,10.12169,0.08220,8.40955,10.12169,8.58255,10.12169,9.76582,0.57706,3.97005,-4.00113
,tracking,0.000,0.000000,-0.901074,-153.4657472022,05,08,06:27:40.384,-0.00435,-0.00963,-0.69946,-0.00425,-0.01481,-1.22457,-0.00444,-0.01603,-1.33000,-0.00442,-0.01605,-1.34755,-0.00447,-0.01384,-1.11872,-1.67166,-0.00443,0.12334,10.12169,5.38868,0.16234,10.12169,10.12169,0.08162,8.40093,10.12169,8.58203,10.12169,9.79147,0.57694,3.96986,-4.00141
,tracking,0.000,0.000000,0.219742,-115.3103972022,05,08,06:27:40.634,-0.00481,-0.01016,-0.72884,-0.00478,-0.01531,-1.24448,-0.00483,-0.01634,-1.34081,-0.00486,-0.01660,-1.36288,-0.00472,-0.01419,-1.13024,-1.67195,-0.00467,0.12312,10.12169,5.38938,0.16194,10.12169,10.12169,0.08135,8.39533,10.12169,8.58013,10.12169,9.80987,0.57621,3.96907,-4.00189
,tracking,0.000,0.000000,-1.000000,-67.3030222022,05,08,06:27:40.883,-0.00465,-0.00998,-0.72071,-0.00460,-0.01500,-1.22525,-0.00476,-0.01637,-1.34605,-0.00473,-0.01651,-1.36198,-0.00495,-0.01440,-1.12969,-1.67209,-0.00498,0.12290,10.12169,5.39068,0.16177,10.12169,10.12169,0.08106,8.39005,10.12169,8.57890,10.12169,9.83713,0.57615,3.96902,-4.00214
,tracking,0.000,0.000000,0.840332,-46.1426612022,05,08,06:27:41.133,-0.00551,-0.01094,-0.74040,-0.00546,-0.01603,-1.26075,-0.00560,-0.01708,-1.36957,-0.00550,-0.01720,-1.37721,-0.00521,-0.01466,-1.14350,-1.67217,-0.00509,0.12283,10.12169,5.38876,0.16177,10.12169,10.12169,0.08112,8.39070,10.12169,8.58020,10.12169,9.85056,0.57625,3.96932,-4.00174
,tracking,0.000,0.000000,-0.975985,-35.6477062022,05,08,06:27:41.383,-0.00514,-0.01027,-0.71911,-0.00503,-0.01552,-1.25236,-0.00494,-0.01644,-1.34180,-0.00494,-0.01682,-1.38549,-0.00518,-0.01450,-1.13413,-1.67223,-0.00494,0.12282,10.12169,5.39089,0.16170,10.12169,10.12169,0.08093,8.38909,10.12169,8.58023,10.12169,9.87624,0.57601,3.96886,-4.00220
,tracking,0.000,0.000000,0.088479,-22.7915182022,05,08,06:27:41.634,-0.00551,-0.01072,-0.73080,-0.00556,-0.01606,-1.26508,-0.00571,-0.01744,-1.37387,-0.00572,-0.01767,-1.40710,-0.00563,-0.01489,-1.14361,-1.67245,-0.00529,0.12246,10.12169,5.39031,0.16148,10.12169,10.12169,0.08074,8.38507,10.12169,8.57978,10.12169,9.88479,0.57585,3.96866,-4.00239
,tracking,0.000,0.000000,-0.092578,-12.7001132022,05,08,06:27:41.884,-0.00527,-0.01056,-0.72988,-0.00514,-0.01571,-1.25352,-0.00522,-0.01683,-1.35637,-0.00528,-0.01762,-1.42803,-0.00539,-0.01488,-1.14033,-1.67247,-0.00536,0.12249,10.12169,5.38960,0.16138,10.12169,10.12169,0.08075,8.39918,10.12169,8.59460,10.12169,9.90305,0.57565,3.96860,-4.00243
,tracking,0.000,0.000000,0.694028,-19.5002932022,05,08,06:27:42.134,-0.00591,-0.01113,-0.74573,-0.00596,-0.01639,-1.26879,-0.00590,-0.01762,-1.38643,-0.00595,-0.01815,-1.44098,-0.00565,-0.01474,-1.11440,-1.67250,-0.00541,0.12247,10.12169,5.39071,0.16140,10.12169,10.12169,0.08070,8.39863,10.12169,8.59541,10.12169,9.90998,0.57552,3.96857,-4.00244
,tracking,0.000,0.000000,-0.653818,3.6440652022,05,08,06:27:42.383,-0.00552,-0.01076,-0.74059,-0.00549,-0.01609,-1.26274,-0.00550,-0.01708,-1.36813,-0.00564,-0.01773,-1.43541,-0.00563,-0.01457,-1.10189,-1.67261,-0.00547,0.12238,10.12169,5.39194,0.16114,10.12169,10.12169,0.08052,8.39528,10.12169,8.59426,10.12169,9.92491,0.57547,3.96845,-4.00256
,tracking,0.000,0.000000,0.595020,-5.9430092022,05,08,06:27:42.633,-0.00611,-0.01126,-0.74568,-0.00600,-0.01679,-1.28388,-0.00606,-0.01774,-1.39268,-0.00609,-0.01829,-1.44747,-0.00583,-0.01477,-1.11280,-1.67278,-0.00562,0.12221,10.12169,5.39148,0.16104,10.12169,10.12169,0.08053,8.39590,10.12169,8.59548,10.12169,9.93605,0.57556,3.96839,-4.00265
,tracking,0.000,0.000000,-0.092436,0.0302882022,05,08,06:27:42.884,-0.00600,-0.01121,-0.74864,-0.00590,-0.01650,-1.28621,-0.00593,-0.01764,-1.38824,-0.00590,-0.01828,-1.44508,-0.00606,-0.01497,-1.11839,-1.67298,-0.00578,0.12210,10.12169,5.39139,0.16089,10.12169,10.12169,0.08047,8.39451,10.12169,8.59591,10.12169,9.94220,0.57557,3.96844,-4.00253
