2022,05,15,15,50,00,14,19.5364,-155.57557,3397,sun,0.000,0.000000,0.002253,0.411410,-0.01834,-1.82351,-10.29637,-0.01205,-1.18695,-10.30937,-0.13473,-10.29595,-9.80828,-1.56733,-10.30434,-9.81395,-1.40840,-10.27541,-9.78850,-1.66862,0.00050,-1.60552,-10.27947,-9.79501,-0.24231,-10.21186,-9.80734,-1.41831,-10.21314,-9.81448,-9.77966,-9.76900,-9.84766,0.60216,3.98043,-3.96772
2022,05,15,15,50,00,264,19.5364,-155.57557,3397,sun,0.000,0.000000,0.003818,1.210205,-0.01846,-1.83166,-10.25892,-0.01227,-1.19462,-10.28253,-0.13579,-10.33067,-9.82463,-1.56887,-10.33485,-9.84586,-1.40893,-10.30969,-9.82285,-1.66864,0.00053,-1.60582,-10.29894,-9.81826,-0.24237,-10.19170,-9.79265,-1.41841,-10.18037,-9.80148,-9.75111,-9.75110,-9.85842,0.60211,3.98036,-3.96775
2022,05,15,15,50,00,515,19.5364,-155.57557,3397,sun,0.000,0.000000,0.003680,0.860596,-0.01819,-1.81599,-10.30852,-0.01208,-1.18620,-10.30702,-0.13462,-10.30895,-9.79941,-1.56641,-10.30519,-9.81778,-1.40760,-10.28150,-9.78189,-1.66863,0.00054,-1.60432,-10.27381,-9.78994,-0.24137,-10.21938,-9.80894,-1.41766,-10.20153,-9.81983,-9.77816,-9.77559,-9.87700,0.60219,3.98043,-3.96765
2022,05,15,15,50,00,765,19.5364,-155.57557,3397,sun,0.000,0.000000,0.002429,1.855045,-0.01828,-1.82434,-10.26284,-0.01214,-1.19285,-10.26883,-0.13523,-10.33384,-9.83300,-1.56754,-10.32790,-9.83909,-1.40816,-10.31971,-9.80750,-1.66862,0.00057,-1.60523,-10.30080,-9.81125,-0.24212,-10.18732,-9.78685,-1.41818,-10.17722,-9.79789,-9.75616,-9.74810,-9.85480,0.60221,3.98041,-3.96767
2022,05,15,15,50,01,14,19.5364,-155.57557,3397,sun,0.000,0.000000,0.003839,0.322287,-0.01831,-1.82394,-10.31140,-0.01210,-1.19472,-10.30323,-0.13522,-10.30734,-9.81157,-1.56708,-10.28112,-9.80642,-1.40770,-10.28726,-9.78832,-1.66861,0.00060,-1.60461,-10.28732,-9.80303,-0.24136,-10.22279,-9.80974,-1.41759,-10.21883,-9.80275,-9.77291,-9.77663,-9.87903,0.60218,3.98042,-3.96769
2022,05,15,15,50,01,264,19.5364,-155.57557,3397,sun,0.000,0.000000,0.003805,2.276032,-0.01831,-1.81727,-10.27429,-0.01212,-1.19038,-10.25638,-0.13468,-10.32859,-9.83397,-1.56555,-10.31675,-9.84034,-1.40694,-10.31529,-9.81572,-1.66862,0.00059,-1.60312,-10.30356,-9.83013,-0.24046,-10.19190,-9.78844,-1.41714,-10.18708,-9.79209,-9.74981,-9.75075,-9.84649,0.60224,3.98043,-3.96766
2022,05,15,15,50,01,514,19.5364,-155.57557,3397,sun,0.000,0.000000,0.004832,-5.647699,-0.01820,-1.82483,-10.30579,-0.01205,-1.19907,-10.29424,-0.13572,-10.30563,-9.80802,-1.56805,-10.30601,-9.80954,-1.40814,-10.28085,-9.78665,-1.66858,0.00063,-1.60522,-10.28753,-9.80130,-0.24217,-10.20744,-9.81065,-1.41802,-10.20866,-9.82352,-9.75957,-9.77062,-9.87115,0.60225,3.98049,-3.96762
2022,05,15,15,50,01,765,19.5364,-155.57557,3397,sun,0.000,0.000000,0.002441,2.636436,-0.01818,-1.81990,-10.26636,-0.01210,-1.19399,-10.26777,-0.13515,-10.32608,-9.83395,-1.56614,-10.33190,-9.83262,-1.40750,-10.31604,-9.81543,-1.66850,0.00063,-1.60382,-10.31168,-9.82270,-0.24095,-10.18050,-9.78202,-1.41730,-10.18201,-9.80177,-9.75316,-9.74404,-9.85289,0.60216,3.98052,-3.96764
2022,05,15,15,50,02,15,19.5364,-155.57557,3397,sun,0.000,0.000000,0.002383,0.895734,-0.01813,-1.81898,-10.30009,-0.01206,-1.19839,-10.30864,-0.13537,-10.29774,-9.80245,-1.56617,-10.30497,-9.81607,-1.40746,-10.28991,-9.78809,-1.66856,0.00064,-1.60401,-10.27925,-9.80327,-0.24116,-10.22734,-9.79906,-1.41746,-10.21741,-9.82426,-9.78341,-9.75715,-9.86116,0.60227,3.98051,-3.96758
2022,05,15,15,50,02,265,19.5364,-155.57557,3397,sun,0.000,0.000000,0.001360,1.797215,-0.01817,-1.82222,-10.25068,-0.01201,-1.19819,-10.28465,-0.13539,-10.32075,-9.82954,-1.56638,-10.32554,-9.84182,-1.40736,-10.31166,-9.81431,-1.66851,0.00074,-1.60369,-10.29784,-9.82295,-0.24100,-10.18789,-9.77393,-1.41767,-10.17989,-9.79757,-9.76186,-9.74417,-9.83360,0.60228,3.98049,-3.96755
2022,05,15,15,50,02,514,19.5364,-155.57557,3397,sun,0.000,0.000000,0.001898,0.430495,-0.01815,-1.82713,-10.30243,-0.01207,-1.20490,-10.30577,-0.13602,-10.31361,-9.79519,-1.56713,-10.29610,-9.81442,-1.40772,-10.26568,-9.78309,-1.66851,0.00068,-1.60490,-10.26952,-9.79370,-0.24168,-10.22259,-9.80809,-1.41755,-10.21425,-9.81933,-9.78123,-9.77168,-9.86803,0.60235,3.98051,-3.96752
2022,05,15,15,50,02,764,19.5364,-155.57557,3397,sun,0.000,0.000000,0.002457,1.729048,-0.01813,-1.82851,-10.26186,-0.01212,-1.20869,-10.27651,-0.13603,-10.33616,-9.82014,-1.56718,-10.33103,-9.84180,-1.40785,-10.30738,-9.81187,-1.66846,0.00076,-1.60543,-10.30417,-9.81749,-0.24235,-10.20093,-9.79341,-1.41816,-10.17590,-9.79517,-9.75479,-9.74656,-9.84505,0.60229,3.98050,-3.96754
2022,05,15,15,50,03,14,19.5364,-155.57557,3397,sun,0.000,0.000000,0.001916,1.395581,-0.01817,-1.83698,-10.31033,-0.01210,-1.21608,-10.30334,-0.13690,-10.30967,-9.80593,-1.56867,-10.29997,-9.81832,-1.40852,-10.28317,-9.77426,-1.66840,0.00078,-1.60640,-10.28100,-9.78847,-0.24311,-10.22649,-9.81236,-1.41861,-10.20149,-9.81309,-9.77771,-9.77131,-9.87324,0.60236,3.98063,-3.96743
2022,05,15,15,50,03,265,19.5364,-155.57557,3397,sun,0.000,0.000000,0.002782,2.441822,-0.01804,-1.82558,-10.26507,-0.01203,-1.20926,-10.25810,-0.13615,-10.33055,-9.82957,-1.56720,-10.31931,-9.83684,-1.40764,-10.31505,-9.80459,-1.66842,0.00086,-1.60472,-10.29756,-9.81745,-0.24161,-10.19464,-9.79011,-1.41761,-10.18150,-9.78588,-9.75448,-9.75263,-9.84890,0.60233,3.98058,-3.96748
